event_id,datetime,date,year,month,theme,source_domain,source_country,headline_sentiment,tone_score,goldstein_scale,num_mentions,num_sources,avg_tone,quad_class,is_real_estate_specific
GDELT-0000144,2022-02-25 03:17:00,2022-02-25,2022,2,DUBAI_RENTAL_MARKET,gulfnews.com,GLOBAL,Positive,3.7,4.6,85,3,0.64,Material Cooperation,1
GDELT-0000145,2021-03-30 23:42:00,2021-03-30,2021,3,UAE_CRYPTO_REGULATION,gulfnews.com,GLOBAL,Negative,-0.68,-4.3,148,18,-5.63,Material Cooperation,0
GDELT-0000146,2022-10-02 05:54:00,2022-10-02,2022,10,ARAMCO_UAE_OIL,arabianbusiness.com,AE,Positive,3.36,-3.7,118,13,7.01,Verbal Conflict,0
GDELT-0000147,2024-05-07 08:46:00,2024-05-07,2024,5,UAE_REAL_ESTATE_MARKET,ft.com,GLOBAL,Positive,3.96,-9.8,101,1,1.45,Verbal Conflict,1
GDELT-0000148,2024-11-11 17:01:00,2024-11-11,2024,11,GOLDEN_VISA_UAE,arabianbusiness.com,AE,Positive,2.03,5.7,142,24,1.75,Material Cooperation,0
GDELT-0000149,2021-06-29 23:36:00,2021-06-29,2021,6,OFFPLAN_SALES_UAE,propertyfinder.ae,AE,Negative,-5.57,-9.1,12,26,-4.74,Verbal Cooperation,0
GDELT-0000150,2021-02-21 17:36:00,2021-02-21,2021,2,DLD_TRANSACTIONS,cbre.ae,AE,Neutral,-0.68,-1.5,59,20,3.25,Verbal Conflict,1
GDELT-0000151,2023-11-27 02:09:00,2023-11-27,2023,11,SUSTAINABLE_BUILDINGS_UAE,bayut.com,GLOBAL,Positive,3.96,1.0,128,18,4.04,Material Cooperation,0
GDELT-0000152,2020-12-19 08:58:00,2020-12-19,2020,12,OFFPLAN_SALES_UAE,propertymonitor.ae,AE,Positive,3.19,-2.6,29,3,1.19,Verbal Conflict,0
GDELT-0000153,2020-11-29 06:08:00,2020-11-29,2020,11,DLD_TRANSACTIONS,cbre.ae,AE,Negative,-1.67,-1.8,128,12,-10.42,Verbal Cooperation,1
GDELT-0000154,2024-07-20 00:19:00,2024-07-20,2024,7,DUBAI_INFRASTRUCTURE,aljazeera.com,GLOBAL,Positive,4.41,-9.2,88,29,2.72,Material Cooperation,0
GDELT-0000155,2022-08-14 13:44:00,2022-08-14,2022,8,UAE_PROPERTY_INVESTMENT,bayut.com,GLOBAL,Positive,2.81,-0.5,104,27,4.42,Verbal Cooperation,1
GDELT-0000156,2022-04-06 17:35:00,2022-04-06,2022,4,DLD_TRANSACTIONS,cbre.ae,AE,Positive,3.22,-5.8,147,9,6.25,Verbal Cooperation,1
GDELT-0000157,2020-06-20 12:54:00,2020-06-20,2020,6,ARAMCO_UAE_OIL,cnbc.com,GLOBAL,Negative,-4.33,0.5,120,27,-1.94,Material Cooperation,0
GDELT-0000158,2023-06-27 22:53:00,2023-06-27,2023,6,REITS_UAE,dxbinteract.com,GLOBAL,Positive,2.33,2.8,118,28,1.66,Verbal Cooperation,0
GDELT-0000159,2024-09-14 04:21:00,2024-09-14,2024,9,DLD_TRANSACTIONS,ft.com,GLOBAL,Positive,1.5,9.8,14,24,4.48,Verbal Cooperation,1
GDELT-0000160,2023-12-12 07:44:00,2023-12-12,2023,12,UAE_REAL_ESTATE_MARKET,propertymonitor.ae,AE,Negative,-4.8,5.0,59,29,-4.17,Verbal Conflict,1
GDELT-0000161,2024-11-27 00:40:00,2024-11-27,2024,11,DUBAI_TOURISM,bayut.com,GLOBAL,Positive,1.3,-7.7,121,27,3.88,Verbal Cooperation,0
GDELT-0000162,2021-05-02 07:41:00,2021-05-02,2021,5,AFFORDABLE_HOUSING_UAE,dxbinteract.com,GLOBAL,Neutral,-0.33,-2.2,80,5,4.9,Material Cooperation,0
GDELT-0000163,2021-01-11 13:39:00,2021-01-11,2021,1,UAE_CRYPTO_REGULATION,ft.com,GLOBAL,Negative,-4.75,5.0,9,4,-2.54,Verbal Cooperation,0
GDELT-0000164,2021-11-17 20:16:00,2021-11-17,2021,11,EXPO2020_DUBAI,reuters.com,GLOBAL,Positive,3.02,4.2,55,15,-0.33,Material Cooperation,0
GDELT-0000165,2023-06-14 23:28:00,2023-06-14,2023,6,OFFPLAN_SALES_UAE,dxbinteract.com,GLOBAL,Negative,-3.95,-3.5,81,23,-1.76,Verbal Cooperation,0
GDELT-0000166,2022-06-26 12:24:00,2022-06-26,2022,6,AFFORDABLE_HOUSING_UAE,thenationalnews.com,GLOBAL,Positive,1.06,-3.9,25,15,5.04,Material Cooperation,0
GDELT-0000167,2023-03-05 12:52:00,2023-03-05,2023,3,DUBAI_INFRASTRUCTURE,cnbc.com,GLOBAL,Neutral,1.66,-9.0,143,2,-0.73,Verbal Cooperation,0
GDELT-0000168,2020-04-06 18:42:00,2020-04-06,2020,4,DUBAI_RENTAL_MARKET,zawya.com,AE,Positive,2.16,-8.0,134,27,4.89,Material Cooperation,1
GDELT-0000169,2021-04-15 05:34:00,2021-04-15,2021,4,PROPTECH_UAE,cbre.ae,AE,Positive,3.01,-7.2,6,7,3.32,Verbal Cooperation,0
GDELT-0000170,2020-07-28 15:44:00,2020-07-28,2020,7,UAE_CRYPTO_REGULATION,khaleejtimes.com,GLOBAL,Neutral,1.28,-8.0,82,30,-1.91,Verbal Cooperation,0
GDELT-0000171,2023-02-23 13:10:00,2023-02-23,2023,2,OFFPLAN_SALES_UAE,gulfnews.com,GLOBAL,Positive,2.88,2.4,63,19,3.92,Verbal Cooperation,0
GDELT-0000172,2020-12-08 01:10:00,2020-12-08,2020,12,SUSTAINABLE_BUILDINGS_UAE,arabianbusiness.com,AE,Neutral,-0.55,6.1,118,27,1.62,Verbal Cooperation,0
GDELT-0000173,2020-09-26 05:41:00,2020-09-26,2020,9,REITS_UAE,thenationalnews.com,GLOBAL,Positive,4.12,-4.6,27,22,1.42,Verbal Cooperation,0
GDELT-0000174,2024-10-03 03:13:00,2024-10-03,2024,10,DLD_TRANSACTIONS,bayut.com,GLOBAL,Positive,2.25,8.6,143,14,2.43,Material Cooperation,1
GDELT-0000175,2023-06-19 06:40:00,2023-06-19,2023,6,DUBAI_PROPERTY_PRICES,gulfnews.com,GLOBAL,Positive,3.96,6.8,74,18,2.15,Verbal Cooperation,1
GDELT-0000176,2024-01-22 22:06:00,2024-01-22,2024,1,DUBAI_PROPERTY_PRICES,thenationalnews.com,GLOBAL,Positive,-0.7,3.2,16,6,-1.78,Verbal Conflict,1
GDELT-0000177,2021-01-06 10:05:00,2021-01-06,2021,1,DLD_TRANSACTIONS,bloomberg.com,GLOBAL,Positive,2.38,-4.4,47,9,1.65,Verbal Cooperation,1
GDELT-0000178,2024-12-19 03:17:00,2024-12-19,2024,12,GOLDEN_VISA_UAE,arabianbusiness.com,AE,Positive,3.44,-4.4,139,19,3.61,Verbal Conflict,0
GDELT-0000179,2022-06-06 19:58:00,2022-06-06,2022,6,UAE_REAL_ESTATE_MARKET,khaleejtimes.com,GLOBAL,Positive,4.82,4.7,40,29,2.75,Verbal Conflict,1
GDELT-0000180,2021-07-28 13:03:00,2021-07-28,2021,7,PROPTECH_UAE,thenationalnews.com,GLOBAL,Negative,-4.64,1.5,79,20,-3.29,Verbal Conflict,0
GDELT-0000181,2020-06-01 12:13:00,2020-06-01,2020,6,DLD_TRANSACTIONS,arabianbusiness.com,AE,Neutral,0.16,0.9,73,5,0.39,Verbal Cooperation,1
GDELT-0000182,2020-09-21 23:45:00,2020-09-21,2020,9,UAE_MORTGAGE_MARKET,arabianbusiness.com,AE,Neutral,1.17,0.8,21,4,0.67,Material Cooperation,0
GDELT-0000183,2021-08-31 10:49:00,2021-08-31,2021,8,PROPTECH_UAE,cbre.ae,AE,Neutral,2.76,-0.1,44,24,-0.51,Material Cooperation,0
GDELT-0000184,2021-04-29 05:27:00,2021-04-29,2021,4,PROPTECH_UAE,gulfnews.com,GLOBAL,Negative,-2.47,1.3,119,17,-2.53,Material Cooperation,0
GDELT-0000185,2020-04-10 17:13:00,2020-04-10,2020,4,DUBAI_TOURISM,aljazeera.com,GLOBAL,Positive,2.69,1.4,114,20,0.69,Material Cooperation,0
GDELT-0000186,2022-04-05 13:17:00,2022-04-05,2022,4,DUBAI_PROPERTY_PRICES,cnbc.com,GLOBAL,Negative,-3.03,-4.3,148,17,-3.21,Verbal Cooperation,1
GDELT-0000187,2022-01-10 08:48:00,2022-01-10,2022,1,UAE_FINTECH,aljazeera.com,GLOBAL,Negative,-4.02,-4.5,11,24,-2.66,Verbal Cooperation,0
GDELT-0000188,2024-09-15 13:25:00,2024-09-15,2024,9,UAE_CRYPTO_REGULATION,dxbinteract.com,GLOBAL,Negative,-3.85,-5.1,13,15,-5.0,Verbal Cooperation,0
GDELT-0000189,2021-08-25 06:17:00,2021-08-25,2021,8,REITS_UAE,gulfnews.com,GLOBAL,Positive,2.67,3.7,118,21,7.96,Verbal Cooperation,0
GDELT-0000190,2021-06-16 11:55:00,2021-06-16,2021,6,SUSTAINABLE_BUILDINGS_UAE,cbre.ae,AE,Negative,-2.8,5.2,140,23,-2.66,Material Conflict,0
GDELT-0000191,2022-01-29 00:38:00,2022-01-29,2022,1,UAE_MORTGAGE_MARKET,aljazeera.com,GLOBAL,Positive,4.73,3.4,50,9,1.11,Verbal Cooperation,0
GDELT-0000192,2024-08-21 23:41:00,2024-08-21,2024,8,EXPO2020_DUBAI,zawya.com,AE,Neutral,1.31,0.0,29,3,1.03,Verbal Cooperation,0
GDELT-0000193,2024-07-20 18:04:00,2024-07-20,2024,7,ARAMCO_UAE_OIL,thenationalnews.com,GLOBAL,Positive,1.64,5.2,103,13,3.05,Material Cooperation,0
GDELT-0000194,2022-12-16 01:35:00,2022-12-16,2022,12,ARAMCO_UAE_OIL,bayut.com,GLOBAL,Positive,3.88,-6.9,15,26,1.94,Verbal Cooperation,0
GDELT-0000195,2022-04-03 11:12:00,2022-04-03,2022,4,PROPTECH_UAE,dxbinteract.com,GLOBAL,Positive,3.46,-9.0,85,18,3.19,Verbal Conflict,0
GDELT-0000196,2024-02-11 02:51:00,2024-02-11,2024,2,UAE_REAL_ESTATE_MARKET,bayut.com,GLOBAL,Positive,6.55,-4.5,147,18,1.78,Verbal Cooperation,1
GDELT-0000197,2023-09-12 01:44:00,2023-09-12,2023,9,AFFORDABLE_HOUSING_UAE,bloomberg.com,GLOBAL,Neutral,1.03,4.4,28,2,-2.94,Material Cooperation,0
GDELT-0000198,2020-11-11 23:52:00,2020-11-11,2020,11,UAE_REAL_ESTATE_MARKET,thenationalnews.com,GLOBAL,Neutral,1.15,-9.3,80,15,3.36,Material Cooperation,1
GDELT-0000199,2022-09-09 06:19:00,2022-09-09,2022,9,DLD_TRANSACTIONS,arabianbusiness.com,AE,Neutral,0.63,2.8,141,3,0.88,Verbal Conflict,1
GDELT-0000200,2024-12-08 10:06:00,2024-12-08,2024,12,DUBAI_PROPERTY_PRICES,bayut.com,GLOBAL,Neutral,-0.73,8.7,30,28,-1.72,Verbal Cooperation,1
GDELT-0000201,2024-07-23 01:26:00,2024-07-23,2024,7,DUBAI_PROPERTY_PRICES,dxbinteract.com,GLOBAL,Neutral,2.56,-8.5,137,28,0.6,Material Cooperation,1
GDELT-0000202,2021-08-21 01:29:00,2021-08-21,2021,8,UAE_ECONOMY_GROWTH,propertyfinder.ae,AE,Positive,2.9,3.3,89,25,-0.59,Verbal Conflict,0
GDELT-0000203,2020-05-01 18:28:00,2020-05-01,2020,5,DUBAI_TOURISM,zawya.com,AE,Negative,-3.74,-1.8,135,30,-3.48,Verbal Cooperation,0
GDELT-0000204,2021-01-02 23:54:00,2021-01-02,2021,1,UAE_MORTGAGE_MARKET,zawya.com,AE,Positive,6.16,1.1,4,6,-0.18,Verbal Cooperation,0
GDELT-0000205,2022-03-04 00:01:00,2022-03-04,2022,3,GOLDEN_VISA_UAE,cnbc.com,GLOBAL,Neutral,0.1,2.8,83,28,-1.66,Material Conflict,0
GDELT-0000206,2021-01-22 18:35:00,2021-01-22,2021,1,EXPO2020_DUBAI,bloomberg.com,GLOBAL,Neutral,-0.48,-6.7,103,9,-0.31,Verbal Conflict,0
GDELT-0000207,2021-02-12 07:36:00,2021-02-12,2021,2,UAE_FINTECH,bloomberg.com,GLOBAL,Positive,2.5,-7.8,9,7,1.4,Material Conflict,0
GDELT-0000208,2024-04-09 07:18:00,2024-04-09,2024,4,OFFPLAN_SALES_UAE,aljazeera.com,GLOBAL,Negative,-4.4,-7.8,99,18,-6.08,Material Conflict,0
GDELT-0000209,2024-04-23 07:48:00,2024-04-23,2024,4,UAE_ECONOMY_GROWTH,cnbc.com,GLOBAL,Neutral,-0.38,7.6,35,7,3.28,Verbal Cooperation,0
GDELT-0000210,2021-12-04 16:25:00,2021-12-04,2021,12,EXPO2020_DUBAI,cbre.ae,AE,Positive,3.31,0.7,87,23,4.69,Verbal Cooperation,0
GDELT-0000211,2023-06-10 04:50:00,2023-06-10,2023,6,EXPO2020_DUBAI,propertymonitor.ae,AE,Neutral,-0.97,-5.0,140,7,1.15,Verbal Cooperation,0
GDELT-0000212,2022-03-22 08:47:00,2022-03-22,2022,3,DUBAI_RENTAL_MARKET,dxbinteract.com,GLOBAL,Positive,4.48,-8.9,64,7,4.26,Verbal Cooperation,1
GDELT-0000213,2022-12-02 06:50:00,2022-12-02,2022,12,OFFPLAN_SALES_UAE,bloomberg.com,GLOBAL,Neutral,0.67,-2.3,125,10,1.32,Material Conflict,0
GDELT-0000214,2024-07-28 08:25:00,2024-07-28,2024,7,DLD_TRANSACTIONS,zawya.com,AE,Neutral,0.28,-0.1,1,2,2.42,Verbal Cooperation,1
GDELT-0000215,2024-06-28 21:45:00,2024-06-28,2024,6,DUBAI_LUXURY_REAL_ESTATE,gulfnews.com,GLOBAL,Neutral,-1.78,8.2,36,2,0.1,Verbal Cooperation,1
GDELT-0000216,2020-01-20 11:04:00,2020-01-20,2020,1,DUBAI_PROPERTY_PRICES,bayut.com,GLOBAL,Negative,-5.68,2.1,95,16,-3.5,Verbal Cooperation,1
GDELT-0000217,2021-10-09 18:21:00,2021-10-09,2021,10,EXPO2020_DUBAI,khaleejtimes.com,GLOBAL,Neutral,2.33,9.3,27,19,2.23,Verbal Conflict,0
GDELT-0000218,2022-08-30 23:52:00,2022-08-30,2022,8,UAE_ECONOMY_GROWTH,reuters.com,GLOBAL,Positive,7.81,1.6,123,12,1.27,Material Conflict,0
GDELT-0000219,2024-01-04 01:03:00,2024-01-04,2024,1,GOLDEN_VISA_UAE,khaleejtimes.com,GLOBAL,Neutral,-0.03,-0.4,76,29,-2.19,Verbal Cooperation,0
GDELT-0000220,2020-07-13 19:26:00,2020-07-13,2020,7,PROPTECH_UAE,cbre.ae,AE,Positive,2.39,2.0,110,30,0.51,Verbal Cooperation,0
GDELT-0000221,2021-10-15 11:25:00,2021-10-15,2021,10,UAE_MORTGAGE_MARKET,bayut.com,GLOBAL,Neutral,-0.65,-8.8,127,24,0.96,Verbal Cooperation,0
GDELT-0000222,2024-11-24 19:46:00,2024-11-24,2024,11,AFFORDABLE_HOUSING_UAE,aljazeera.com,GLOBAL,Positive,4.64,8.1,87,9,2.56,Material Conflict,0
GDELT-0000223,2022-10-16 08:27:00,2022-10-16,2022,10,DUBAI_LUXURY_REAL_ESTATE,gulfnews.com,GLOBAL,Negative,-3.01,-6.4,134,19,-3.87,Material Cooperation,1
GDELT-0000224,2021-09-05 13:00:00,2021-09-05,2021,9,DUBAI_PROPERTY_PRICES,gulfnews.com,GLOBAL,Positive,2.75,1.6,26,15,4.01,Verbal Cooperation,1
GDELT-0000225,2024-12-24 17:07:00,2024-12-24,2024,12,GOLDEN_VISA_UAE,cnbc.com,GLOBAL,Negative,-2.74,6.9,120,23,-7.82,Verbal Cooperation,0
GDELT-0000226,2021-08-14 00:16:00,2021-08-14,2021,8,EXPO2020_DUBAI,gulfnews.com,GLOBAL,Positive,4.01,3.7,86,1,2.54,Verbal Cooperation,0
GDELT-0000227,2023-01-08 21:29:00,2023-01-08,2023,1,DUBAI_INFRASTRUCTURE,reuters.com,GLOBAL,Neutral,1.35,7.7,57,18,2.59,Verbal Cooperation,0
GDELT-0000228,2021-03-14 20:56:00,2021-03-14,2021,3,DUBAI_LUXURY_REAL_ESTATE,aljazeera.com,GLOBAL,Neutral,0.25,4.9,144,29,4.25,Material Cooperation,1
GDELT-0000229,2023-03-13 00:00:00,2023-03-13,2023,3,UAE_CRYPTO_REGULATION,thenationalnews.com,GLOBAL,Positive,3.73,-8.0,1,21,4.31,Verbal Cooperation,0
GDELT-0000230,2022-12-03 22:55:00,2022-12-03,2022,12,DUBAI_INFRASTRUCTURE,bloomberg.com,GLOBAL,Positive,4.57,-1.5,94,16,1.24,Verbal Cooperation,0
GDELT-0000231,2022-07-11 14:03:00,2022-07-11,2022,7,DUBAI_PROPERTY_PRICES,bloomberg.com,GLOBAL,Positive,5.08,1.3,56,21,0.44,Material Cooperation,1
GDELT-0000232,2020-09-07 17:46:00,2020-09-07,2020,9,OFFPLAN_SALES_UAE,cbre.ae,AE,Neutral,2.36,-2.7,44,30,-0.39,Verbal Cooperation,0
GDELT-0000233,2022-02-01 05:29:00,2022-02-01,2022,2,ARAMCO_UAE_OIL,ft.com,GLOBAL,Neutral,0.13,1.1,5,4,-1.84,Verbal Cooperation,0
GDELT-0000234,2020-12-27 05:46:00,2020-12-27,2020,12,DLD_TRANSACTIONS,khaleejtimes.com,GLOBAL,Positive,2.29,-8.7,101,2,5.34,Verbal Cooperation,1
GDELT-0000235,2020-05-30 05:16:00,2020-05-30,2020,5,PROPTECH_UAE,bloomberg.com,GLOBAL,Positive,4.01,-8.1,44,26,4.16,Verbal Cooperation,0
GDELT-0000236,2022-04-23 19:31:00,2022-04-23,2022,4,DUBAI_PROPERTY_PRICES,arabianbusiness.com,AE,Positive,4.7,-0.2,50,30,4.18,Material Cooperation,1
GDELT-0000237,2020-07-05 21:01:00,2020-07-05,2020,7,SUSTAINABLE_BUILDINGS_UAE,reuters.com,GLOBAL,Neutral,-4.7,6.6,24,2,-2.33,Verbal Cooperation,0
GDELT-0000238,2024-05-15 01:40:00,2024-05-15,2024,5,UAE_REAL_ESTATE_MARKET,bayut.com,GLOBAL,Positive,2.64,-1.3,29,3,2.25,Verbal Cooperation,1
GDELT-0000239,2022-04-01 12:54:00,2022-04-01,2022,4,UAE_FINTECH,cbre.ae,AE,Neutral,-1.12,-0.4,100,12,-1.02,Material Cooperation,0
GDELT-0000240,2024-10-17 20:55:00,2024-10-17,2024,10,DUBAI_LUXURY_REAL_ESTATE,propertymonitor.ae,AE,Neutral,-1.55,9.5,91,21,0.09,Verbal Conflict,1
GDELT-0000241,2022-06-26 16:44:00,2022-06-26,2022,6,UAE_FINTECH,thenationalnews.com,GLOBAL,Neutral,0.55,0.0,66,8,1.38,Verbal Cooperation,0
GDELT-0000242,2024-01-08 01:51:00,2024-01-08,2024,1,SUSTAINABLE_BUILDINGS_UAE,bloomberg.com,GLOBAL,Neutral,-0.11,-9.4,123,11,1.18,Material Conflict,0
GDELT-0000243,2020-12-18 07:26:00,2020-12-18,2020,12,DUBAI_LUXURY_REAL_ESTATE,gulfnews.com,GLOBAL,Negative,-7.17,8.8,69,9,-2.72,Verbal Cooperation,1
GDELT-0000244,2022-06-21 22:20:00,2022-06-21,2022,6,DUBAI_RENTAL_MARKET,propertyfinder.ae,AE,Negative,-4.13,2.6,49,23,-3.6,Verbal Cooperation,1
GDELT-0000245,2021-02-03 22:11:00,2021-02-03,2021,2,UAE_PROPERTY_INVESTMENT,dxbinteract.com,GLOBAL,Positive,4.51,4.1,9,9,0.64,Verbal Cooperation,1
GDELT-0000246,2021-02-09 11:28:00,2021-02-09,2021,2,GOLDEN_VISA_UAE,reuters.com,GLOBAL,Positive,3.67,-8.6,6,5,0.11,Verbal Cooperation,0
GDELT-0000247,2020-04-23 18:41:00,2020-04-23,2020,4,UAE_ECONOMY_GROWTH,gulfnews.com,GLOBAL,Positive,2.07,-9.3,36,2,3.03,Material Conflict,0
GDELT-0000248,2021-05-31 22:41:00,2021-05-31,2021,5,OFFPLAN_SALES_UAE,dxbinteract.com,GLOBAL,Positive,0.72,1.2,131,13,7.06,Verbal Cooperation,0
GDELT-0000249,2024-08-27 16:47:00,2024-08-27,2024,8,OFFPLAN_SALES_UAE,cbre.ae,AE,Positive,1.9,9.7,119,22,4.66,Verbal Cooperation,0
GDELT-0000250,2024-09-09 13:43:00,2024-09-09,2024,9,DUBAI_LUXURY_REAL_ESTATE,ft.com,GLOBAL,Neutral,1.0,2.3,22,13,-4.8,Verbal Cooperation,1
GDELT-0000251,2020-03-26 10:25:00,2020-03-26,2020,3,GOLDEN_VISA_UAE,bayut.com,GLOBAL,Positive,2.24,4.9,21,12,3.24,Verbal Cooperation,0
GDELT-0000252,2020-04-18 18:50:00,2020-04-18,2020,4,UAE_CRYPTO_REGULATION,khaleejtimes.com,GLOBAL,Neutral,-0.41,-7.4,69,8,-0.43,Verbal Conflict,0
GDELT-0000253,2021-07-13 01:16:00,2021-07-13,2021,7,GOLDEN_VISA_UAE,propertymonitor.ae,AE,Negative,-4.17,6.7,142,10,-4.04,Verbal Cooperation,0
GDELT-0000254,2023-06-01 19:54:00,2023-06-01,2023,6,UAE_FINTECH,dxbinteract.com,GLOBAL,Negative,-4.36,8.5,3,14,-6.21,Material Cooperation,0
GDELT-0000255,2024-08-08 07:10:00,2024-08-08,2024,8,UAE_MORTGAGE_MARKET,propertyfinder.ae,AE,Positive,3.63,-2.3,119,5,2.89,Verbal Cooperation,0
GDELT-0000256,2021-12-03 02:52:00,2021-12-03,2021,12,EXPO2020_DUBAI,cnbc.com,GLOBAL,Negative,-2.72,-8.8,25,17,-5.52,Material Conflict,0
GDELT-0000257,2021-01-16 06:15:00,2021-01-16,2021,1,DLD_TRANSACTIONS,thenationalnews.com,GLOBAL,Positive,4.23,-0.7,34,27,2.5,Material Cooperation,1
GDELT-0000258,2023-10-21 23:40:00,2023-10-21,2023,10,DUBAI_TOURISM,reuters.com,GLOBAL,Positive,1.73,4.9,137,15,0.81,Verbal Cooperation,0
GDELT-0000259,2023-04-06 15:14:00,2023-04-06,2023,4,UAE_REAL_ESTATE_MARKET,ft.com,GLOBAL,Negative,-2.12,5.6,37,1,-1.79,Verbal Cooperation,1
GDELT-0000260,2021-04-30 15:25:00,2021-04-30,2021,4,DLD_TRANSACTIONS,cnbc.com,GLOBAL,Neutral,1.12,-2.4,13,29,3.14,Verbal Cooperation,1
GDELT-0000261,2022-02-12 09:36:00,2022-02-12,2022,2,DLD_TRANSACTIONS,cbre.ae,AE,Negative,-5.32,-6.5,127,13,-2.2,Verbal Cooperation,1
GDELT-0000262,2022-03-09 07:13:00,2022-03-09,2022,3,UAE_ECONOMY_GROWTH,dxbinteract.com,GLOBAL,Negative,-1.83,-9.1,49,3,-3.32,Verbal Cooperation,0
GDELT-0000263,2024-04-06 21:48:00,2024-04-06,2024,4,UAE_FINTECH,ft.com,GLOBAL,Positive,5.46,-4.5,145,9,1.77,Material Conflict,0
GDELT-0000264,2023-02-07 21:29:00,2023-02-07,2023,2,SUSTAINABLE_BUILDINGS_UAE,bloomberg.com,GLOBAL,Positive,3.0,9.1,107,7,3.94,Verbal Cooperation,0
GDELT-0000265,2024-08-12 23:44:00,2024-08-12,2024,8,UAE_FINTECH,cnbc.com,GLOBAL,Negative,-3.4,6.9,2,15,-4.65,Material Cooperation,0
GDELT-0000266,2021-11-16 10:27:00,2021-11-16,2021,11,SUSTAINABLE_BUILDINGS_UAE,ft.com,GLOBAL,Negative,-6.1,8.5,33,12,-3.11,Verbal Cooperation,0
GDELT-0000267,2023-08-29 01:57:00,2023-08-29,2023,8,DLD_TRANSACTIONS,bayut.com,GLOBAL,Positive,5.39,7.8,32,2,2.66,Material Cooperation,1
GDELT-0000268,2024-02-04 03:41:00,2024-02-04,2024,2,UAE_FINTECH,arabianbusiness.com,AE,Neutral,-1.34,-8.9,146,14,-2.52,Material Conflict,0
GDELT-0000269,2020-11-22 03:00:00,2020-11-22,2020,11,DLD_TRANSACTIONS,reuters.com,GLOBAL,Neutral,0.52,6.1,5,18,0.4,Material Cooperation,1
GDELT-0000270,2020-12-30 05:48:00,2020-12-30,2020,12,DUBAI_RENTAL_MARKET,propertyfinder.ae,AE,Neutral,0.26,0.0,81,2,2.26,Verbal Cooperation,1
GDELT-0000271,2024-11-02 18:28:00,2024-11-02,2024,11,AFFORDABLE_HOUSING_UAE,arabianbusiness.com,AE,Neutral,2.77,-7.1,24,18,2.56,Verbal Cooperation,0
GDELT-0000272,2022-12-26 06:29:00,2022-12-26,2022,12,ARAMCO_UAE_OIL,bloomberg.com,GLOBAL,Positive,3.49,-0.9,49,18,4.66,Verbal Cooperation,0
GDELT-0000273,2023-10-08 09:06:00,2023-10-08,2023,10,UAE_PROPERTY_INVESTMENT,dxbinteract.com,GLOBAL,Positive,2.23,-8.9,144,7,2.73,Material Conflict,1
GDELT-0000274,2022-02-26 22:01:00,2022-02-26,2022,2,PROPTECH_UAE,reuters.com,GLOBAL,Neutral,2.3,8.8,7,21,-0.38,Verbal Cooperation,0
GDELT-0000275,2023-09-16 01:11:00,2023-09-16,2023,9,OFFPLAN_SALES_UAE,propertymonitor.ae,AE,Neutral,-2.62,-8.1,7,28,1.13,Verbal Cooperation,0
GDELT-0000276,2023-08-18 00:20:00,2023-08-18,2023,8,SUSTAINABLE_BUILDINGS_UAE,bloomberg.com,GLOBAL,Negative,-2.25,0.9,132,6,-3.06,Material Cooperation,0
GDELT-0000277,2022-01-10 13:41:00,2022-01-10,2022,1,DUBAI_INFRASTRUCTURE,aljazeera.com,GLOBAL,Negative,-3.58,8.2,126,22,-2.72,Material Cooperation,0
GDELT-0000278,2021-05-08 05:18:00,2021-05-08,2021,5,UAE_REAL_ESTATE_MARKET,ft.com,GLOBAL,Positive,3.93,2.1,29,19,4.25,Verbal Cooperation,1
GDELT-0000279,2023-06-08 22:45:00,2023-06-08,2023,6,ARAMCO_UAE_OIL,zawya.com,AE,Positive,5.58,0.6,43,30,3.42,Verbal Conflict,0
GDELT-0000280,2024-05-08 20:58:00,2024-05-08,2024,5,REITS_UAE,propertymonitor.ae,AE,Neutral,-1.65,7.5,71,4,3.16,Verbal Cooperation,0
GDELT-0000281,2020-03-01 06:26:00,2020-03-01,2020,3,UAE_FINTECH,arabianbusiness.com,AE,Negative,-2.53,5.2,3,14,-3.64,Verbal Cooperation,0
GDELT-0000282,2021-10-10 03:13:00,2021-10-10,2021,10,DLD_TRANSACTIONS,bloomberg.com,GLOBAL,Positive,0.33,8.3,96,10,2.55,Material Cooperation,1
GDELT-0000283,2023-09-18 07:25:00,2023-09-18,2023,9,UAE_PROPERTY_INVESTMENT,cbre.ae,AE,Positive,2.68,2.2,13,23,0.14,Verbal Cooperation,1
GDELT-0000284,2023-02-12 23:23:00,2023-02-12,2023,2,UAE_FINTECH,ft.com,GLOBAL,Positive,3.97,8.5,130,9,2.35,Verbal Cooperation,0
GDELT-0000285,2022-07-16 21:36:00,2022-07-16,2022,7,UAE_CRYPTO_REGULATION,bloomberg.com,GLOBAL,Positive,2.58,2.4,28,14,2.97,Verbal Conflict,0
GDELT-0000286,2023-01-28 22:17:00,2023-01-28,2023,1,UAE_MORTGAGE_MARKET,propertyfinder.ae,AE,Positive,2.91,-4.2,91,28,0.05,Verbal Conflict,0
GDELT-0000287,2021-06-01 18:52:00,2021-06-01,2021,6,ARAMCO_UAE_OIL,gulfnews.com,GLOBAL,Positive,1.4,-3.6,145,1,2.3,Verbal Conflict,0
