record_id,record_date,year,month,emirate,city,locality,property_type,property_category,bedrooms,avg_annual_rent_aed,avg_monthly_rent_aed,avg_rent_per_sqft_aed,gross_rental_yield_pct,property_value_estimate_aed,vacancy_rate_pct,str_occupancy_rate_pct,str_adr_aed,str_revpar_aed,ejari_registrations,rera_standard_rent_aed,rent_increase_pct_yoy,demand_supply_ratio,new_rental_listings
RNT000138,2019-03-01,2019,3,Dubai,Dubai,Dubai Hills Estate,Townhouse,Mid-Market,1BR,248713,20726,99.63,7.165,3471154,7.02,56.4,1876,1058,43,248380,2.58,1.081,91
RNT000139,2019-03-01,2019,3,Dubai,Dubai,Arabian Ranches,Apartment,Affordable,1BR,20403,1700,31.09,8.041,253740,18.1,63.0,175,110,131,20757,3.98,1.045,46
RNT000140,2019-03-01,2019,3,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Studio,Mid-Market,1BR,181027,15085,71.16,6.67,2713967,7.66,60.2,1421,855,85,167960,1.54,0.836,12
RNT000141,2019-03-01,2019,3,Dubai,Dubai,JVC,Apartment,Luxury,1BR,348375,29031,357.41,6.472,5382986,11.1,77.8,2061,1603,180,330694,3.8,0.901,103
RNT000142,2019-03-01,2019,3,Dubai,Dubai,Motor City,Studio,Affordable,2BR,63462,5288,27.61,8.218,772257,10.89,67.7,538,364,1,57144,2.29,1.111,33
RNT000143,2019-03-01,2019,3,Sharjah,Sharjah,Muwaileh,Apartment,Mid-Market,2BR,49881,4156,64.18,7.043,708237,9.01,56.3,330,185,52,46165,4.99,1.387,47
RNT000144,2019-03-01,2019,3,Sharjah,Sharjah,Al Yarmook,Studio,Mid-Market,3BR,159826,13318,80.98,6.083,2627450,17.2,69.6,1269,883,4,160776,5.55,0.79,27
RNT000145,2019-03-01,2019,3,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Mid-Market,3BR,100540,8378,62.98,6.599,1523507,16.78,58.5,715,418,162,102924,3.97,0.826,7
RNT000146,2019-03-01,2019,3,Dubai,Dubai,Downtown Dubai,Apartment,Mid-Market,4BR,127329,10610,98.18,7.013,1815689,10.12,78.5,948,744,8,125990,8.84,0.788,27
RNT000147,2019-03-01,2019,3,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Luxury,1BR,254056,21171,282.27,5.072,5009309,10.55,65.1,1703,1108,21,247713,2.64,0.856,79
RNT000148,2019-03-01,2019,3,Dubai,Dubai,Motor City,Apartment,Luxury,3BR,338096,28174,197.8,5.229,6466378,19.68,72.2,2636,1903,48,348397,5.76,1.546,9
RNT000149,2019-03-01,2019,3,Dubai,Dubai,Arabian Ranches,Apartment,Ultra-Luxury,Studio,179490,14957,329.11,4.497,3991743,6.67,71.5,953,681,16,177304,4.29,1.497,9
RNT000150,2019-03-01,2019,3,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Mid-Market,1BR,102066,8505,68.15,6.46,1579980,19.34,60.8,712,432,22,106450,7.98,1.419,12
RNT000151,2019-03-01,2019,3,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,Apartment,Premium,2BR,243580,20298,134.69,5.493,4434316,5.21,67.7,1881,1273,6,219316,4.76,1.588,6
RNT000152,2019-03-01,2019,3,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Apartment,Luxury,3BR,517785,43148,228.28,4.323,11978656,12.5,73.1,4023,2940,79,541729,5.19,1.409,40
RNT000153,2019-03-01,2019,3,Dubai,Dubai,Meydan,Villa,Luxury,1BR,215810,17984,171.43,5.292,4077988,18.47,70.8,1158,819,17,194601,9.63,0.965,5
RNT000154,2019-03-01,2019,3,Dubai,Dubai,Al Barsha,Apartment,Affordable,1BR,26486,2207,45.81,7.902,335209,20.23,74.4,179,133,61,27618,7.29,0.78,3
RNT000155,2019-03-01,2019,3,Dubai,Dubai,DAMAC Hills,Townhouse,Affordable,3BR,98848,8237,55.15,8.104,1219767,9.28,70.4,866,609,36,92360,6.03,0.853,35
RNT000156,2019-03-01,2019,3,Dubai,Dubai,JBR,Apartment,Mid-Market,Studio,129756,10813,76.28,7.438,1744561,20.86,74.1,1104,818,68,133293,6.11,0.827,59
RNT000157,2019-03-01,2019,3,Dubai,Dubai,Dubai Creek Harbour,Villa,Premium,3BR,131009,10917,113.27,5.801,2258337,17.87,74.4,1024,761,0,119852,8.11,1.186,3
RNT000158,2019-03-01,2019,3,Dubai,Dubai,Discovery Gardens,Apartment,Premium,Studio,422097,35174,190.81,6.9,6117309,6.74,60.3,3665,2209,197,415717,-0.71,1.511,98
RNT000159,2019-03-01,2019,3,Dubai,Dubai,Dubai South,Apartment,Luxury,1BR,298142,24845,378.87,6.316,4720699,14.99,68.9,2236,1540,133,290074,1.46,1.001,61
RNT000160,2019-03-01,2019,3,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Studio,Affordable,Studio,69297,5774,32.62,6.701,1034170,21.24,65.2,484,315,247,66508,-1.61,1.417,102
RNT000161,2019-03-01,2019,3,Dubai,Dubai,Al Barsha,Apartment,Mid-Market,Studio,159994,13332,60.06,6.549,2443112,13.21,69.9,862,602,110,158782,3.42,0.763,7
RNT000162,2019-03-01,2019,3,Dubai,Dubai,Downtown Dubai,Apartment,Mid-Market,3BR,162593,13549,90.07,7.626,2132068,14.93,82.0,1386,1136,52,159065,6.38,0.89,43
RNT000163,2019-03-01,2019,3,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Mid-Market,5BR+,53525,4460,65.75,6.049,884844,11.55,66.3,452,299,112,48263,2.66,1.009,24
RNT000164,2019-03-01,2019,3,Dubai,Dubai,Business Bay,Townhouse,Premium,4BR,136902,11408,124.42,6.909,1981418,20.56,63.5,1067,677,59,126422,4.16,0.915,7
RNT000165,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Reem Island,Villa,Luxury,4BR,580322,48360,329.03,5.199,11163055,16.3,70.6,3178,2243,151,544748,0.62,1.064,23
RNT000166,2019-04-01,2019,4,Dubai,Dubai,Dubai Creek Harbour,Apartment,Premium,1BR,100367,8363,105.54,6.97,1439931,11.09,65.4,578,378,223,103857,5.71,0.849,30
RNT000167,2019-04-01,2019,4,Sharjah,Sharjah,Al Majaz,Apartment,Mid-Market,1BR,163146,13595,61.2,6.796,2400643,5.76,55.5,1306,724,85,161738,3.95,1.233,34
RNT000168,2019-04-01,2019,4,Dubai,Dubai,Dubai Hills Estate,Villa,Premium,2BR,174560,14546,117.6,5.987,2915632,14.87,74.6,1223,912,197,180831,6.13,0.797,28
RNT000169,2019-04-01,2019,4,Dubai,Dubai,Al Barsha,Apartment,Mid-Market,2BR,145771,12147,75.36,6.806,2141666,13.0,72.8,1083,788,246,141794,9.07,1.396,41
RNT000170,2019-04-01,2019,4,Dubai,Dubai,Dubai Marina,Villa,Ultra-Luxury,Studio,378219,31518,731.45,4.722,8009480,13.39,80.8,2971,2400,50,345427,3.05,1.468,36
RNT000171,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Shamkha,Studio,Affordable,4BR,72925,6077,28.2,7.401,985367,12.89,66.8,599,400,72,68908,8.62,1.312,22
RNT000172,2019-04-01,2019,4,Dubai,Dubai,Downtown Dubai,Apartment,Mid-Market,2BR,179723,14976,84.35,6.564,2737819,13.68,58.8,1570,923,3,187161,1.38,0.84,58
RNT000173,2019-04-01,2019,4,Dubai,Dubai,Discovery Gardens,Apartment,Mid-Market,5BR+,88230,7352,98.39,7.261,1215072,15.5,67.0,597,399,138,90647,3.14,1.513,28
RNT000174,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Yas Island,Villa,Affordable,2BR,86374,7197,49.73,6.872,1256927,7.77,70.1,462,323,95,81062,-1.13,0.95,5
RNT000175,2019-04-01,2019,4,Sharjah,Sharjah,Al Qasimia,Apartment,Premium,3BR,154016,12834,143.12,5.812,2650018,20.37,78.3,1293,1012,141,158417,-1.6,1.504,21
RNT000176,2019-04-01,2019,4,Dubai,Dubai,MBR City,Apartment,Premium,2BR,282545,23545,148.15,5.724,4936107,11.28,67.4,1588,1070,65,268794,8.46,1.054,136
RNT000177,2019-04-01,2019,4,Dubai,Dubai,DAMAC Hills,Apartment,Premium,4BR,147537,12294,138.0,6.274,2351595,15.78,70.3,1200,843,97,133326,9.4,1.325,20
RNT000178,2019-04-01,2019,4,Dubai,Dubai,Al Furjan,Apartment,Premium,2BR,159664,13305,89.76,5.754,2774966,5.64,68.8,1075,739,121,151825,3.6,1.37,42
RNT000179,2019-04-01,2019,4,Dubai,Dubai,Sports City,Townhouse,Mid-Market,4BR,74733,6227,75.74,6.715,1112907,17.38,81.4,468,380,27,69607,4.15,0.97,25
RNT000180,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Mid-Market,Studio,117840,9820,67.94,6.485,1817203,11.29,77.1,822,633,257,116057,6.87,1.218,2
RNT000181,2019-04-01,2019,4,Dubai,Dubai,Palm Jumeirah,Apartment,Affordable,1BR,115879,9656,39.55,8.048,1439828,15.28,77.4,636,492,211,113358,5.69,0.825,15
RNT000182,2019-04-01,2019,4,Sharjah,Sharjah,Al Khan,Townhouse,Premium,3BR,339220,28268,127.83,5.663,5990469,13.68,74.5,2707,2016,46,311486,6.51,0.986,198
RNT000183,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Premium,1BR,130763,10896,80.76,5.034,2597671,13.52,61.5,918,564,102,134829,6.99,0.997,131
RNT000184,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Luxury,2BR,310225,25852,273.22,4.602,6741350,5.5,70.8,1596,1129,93,279717,1.33,1.554,31
RNT000185,2019-04-01,2019,4,Dubai,Dubai,Al Barsha,Apartment,Premium,1BR,381729,31810,167.46,6.278,6080550,9.7,57.0,2905,1655,149,383688,5.9,0.704,60
RNT000186,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Shamkha,Villa,Ultra-Luxury,4BR,1358718,113226,630.57,3.781,35931861,16.94,69.9,9330,6521,118,1262116,4.57,1.555,14
RNT000187,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Raha Beach,Apartment,Premium,2BR,124498,10374,135.56,5.932,2098689,20.38,64.0,839,536,85,113733,3.54,1.325,13
RNT000188,2019-04-01,2019,4,Dubai,Dubai,MBR City,Villa,Mid-Market,1BR,123679,10306,64.78,7.084,1745796,18.9,55.6,911,506,62,126851,5.21,1.586,5
RNT000189,2019-04-01,2019,4,Dubai,Dubai,Motor City,Villa,Luxury,4BR,430550,35879,230.63,5.429,7930384,5.6,55.7,2870,1598,98,421741,7.58,1.27,50
RNT000190,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Yas Island,Studio,Mid-Market,2BR,106585,8882,80.44,6.821,1562517,18.5,63.3,571,361,262,108922,6.17,1.41,85
RNT000191,2019-04-01,2019,4,Sharjah,Sharjah,Al Taawun,Apartment,Mid-Market,1BR,227870,18989,77.77,7.005,3253005,18.26,77.2,1994,1539,257,225417,6.77,1.583,24
RNT000192,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Premium,1BR,230825,19235,91.94,5.191,4446634,16.5,56.0,1375,770,99,208048,8.55,1.447,104
RNT000193,2019-04-01,2019,4,Dubai,Dubai,DAMAC Hills,Apartment,Mid-Market,2BR,107701,8975,87.75,7.081,1520964,20.71,79.4,738,585,154,104896,-2.22,1.201,24
RNT000194,2019-04-01,2019,4,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,Villa,Mid-Market,2BR,110408,9200,66.09,5.463,2020905,18.91,67.5,612,413,1,112588,1.96,1.293,18
RNT000195,2019-04-01,2019,4,Sharjah,Sharjah,Al Qasimia,Apartment,Luxury,1BR,241133,20094,357.29,5.489,4392760,21.2,64.1,1968,1261,59,247137,3.32,1.457,4
RNT000196,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Yas Island,Villa,Premium,4BR,140413,11701,151.4,5.696,2464912,8.57,56.0,719,402,74,135736,7.78,1.12,21
RNT000197,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Khalifa City,Townhouse,Ultra-Luxury,1BR,416526,34710,332.27,3.845,10833004,16.4,77.8,3488,2713,93,412646,2.89,0.8,12
RNT000198,2019-04-01,2019,4,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Mid-Market,2BR,49076,4089,73.58,6.024,814702,11.04,78.4,255,199,140,48257,6.21,0.717,8
RNT000199,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Reef,Apartment,Premium,1BR,264355,22029,92.56,5.475,4828271,12.87,60.5,2260,1367,45,252342,6.47,1.407,29
RNT000200,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Yas Acres,Studio,Premium,2BR,309563,25796,178.65,6.113,5063772,11.28,60.2,1585,954,8,318314,4.52,1.49,5
RNT000201,2019-04-01,2019,4,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Villa,Premium,2BR,136452,11371,84.68,4.696,2905793,5.49,69.5,690,479,150,138346,6.91,0.793,175
RNT000202,2019-04-01,2019,4,Sharjah,Sharjah,Al Qasimia,Apartment,Affordable,1BR,84755,7062,42.02,7.061,1200358,14.32,58.4,484,282,9,83696,6.1,0.89,48
RNT000203,2019-04-01,2019,4,Dubai,Dubai,Al Barsha,Townhouse,Affordable,2BR,42039,3503,25.06,7.94,529497,13.84,77.9,336,261,90,41472,2.27,0.808,7
RNT000204,2019-04-01,2019,4,Dubai,Dubai,MBR City,Apartment,Luxury,3BR,456403,38033,268.02,6.115,7463804,7.9,75.3,3619,2725,81,449991,4.53,1.183,2
RNT000205,2019-04-01,2019,4,Dubai,Dubai,Dubai Marina,Apartment,Ultra-Luxury,2BR,658814,54901,324.46,4.245,15518808,12.17,60.4,5630,3400,64,604175,3.87,0.938,86
RNT000206,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Reem Island,Villa,Premium,2BR,136328,11360,102.12,5.87,2322632,11.84,68.9,741,510,40,132554,5.74,1.509,40
RNT000207,2019-04-01,2019,4,Dubai,Dubai,Al Furjan,Villa,Ultra-Luxury,3BR,417335,34777,515.97,5.228,7981935,15.54,55.7,2958,1647,96,390572,5.84,0.998,63
RNT000208,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Masdar City,Townhouse,Mid-Market,3BR,123053,10254,66.56,6.736,1826729,7.94,63.5,804,510,238,128269,1.77,1.52,29
RNT000209,2019-04-01,2019,4,Dubai,Dubai,Discovery Gardens,Apartment,Luxury,3BR,779320,64943,323.15,5.375,14498964,17.8,59.4,6795,4036,252,730717,2.89,1.38,15
RNT000210,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Corniche,Villa,Affordable,3BR,81593,6799,49.42,6.673,1222778,8.32,65.3,572,373,38,77765,4.12,1.155,33
RNT000211,2019-04-01,2019,4,Dubai,Dubai,JVC,Apartment,Premium,2BR,147452,12287,175.81,5.996,2459266,13.38,66.3,851,564,41,134323,5.77,1.422,102
RNT000212,2019-04-01,2019,4,Dubai,Dubai,DAMAC Hills,Apartment,Premium,1BR,107924,8993,121.13,5.869,1838770,16.86,68.1,910,619,43,112346,3.02,0.992,16
RNT000213,2019-04-01,2019,4,Dubai,Dubai,Dubai South,Apartment,Luxury,4BR,490195,40849,341.59,5.224,9383964,11.86,69.4,3023,2097,118,488908,4.78,0.855,73
RNT000214,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Mid-Market,Studio,86067,7172,64.8,6.343,1356851,10.06,72.8,667,485,37,81969,5.15,1.333,25
RNT000215,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Mid-Market,1BR,40717,3393,55.83,5.948,684546,16.88,66.6,245,163,12,38361,1.37,0.978,68
RNT000216,2019-04-01,2019,4,Dubai,Dubai,JBR,Villa,Mid-Market,2BR,105017,8751,88.79,6.308,1664833,16.24,79.5,728,578,30,100559,5.95,0.792,0
RNT000217,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Mid-Market,Studio,74299,6191,73.43,6.617,1122772,16.98,69.3,502,347,136,71437,6.9,1.129,60
RNT000218,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Reef,Townhouse,Mid-Market,5BR+,102928,8577,91.17,6.45,1595878,15.05,65.4,523,342,86,102280,5.45,1.288,37
RNT000219,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Mid-Market,1BR,69700,5808,57.97,6.711,1038654,6.67,60.2,401,241,76,63088,3.17,1.6,21
RNT000220,2019-04-01,2019,4,Dubai,Dubai,Dubai Creek Harbour,Apartment,Premium,3BR,132835,11069,117.11,6.255,2123643,19.37,73.8,1164,859,158,131951,3.9,1.083,77
RNT000221,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Mid-Market,1BR,187620,15635,81.81,6.484,2893638,5.25,65.7,1036,680,175,191325,5.29,0.913,88
RNT000222,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Shamkha,Apartment,Premium,2BR,261281,21773,112.27,5.042,5182109,11.26,79.8,1595,1272,92,256529,-0.23,1.319,67
RNT000223,2019-04-01,2019,4,Dubai,Dubai,Dubai Creek Harbour,Townhouse,Mid-Market,1BR,100266,8355,88.71,6.816,1470960,7.5,68.0,752,511,107,93127,3.48,0.97,46
RNT000224,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Ghadeer,Apartment,Premium,5BR+,200052,16671,135.78,5.752,3477799,21.95,64.2,1705,1094,5,192634,5.1,1.264,9
RNT000225,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Mid-Market,2BR,126849,10570,55.22,6.362,1993995,16.36,73.8,943,695,54,116073,0.44,0.919,76
RNT000226,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Reem Island,Apartment,Premium,1BR,243137,20261,133.85,5.09,4777076,19.37,55.9,1473,823,7,250186,1.57,1.223,25
RNT000227,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Al Ghadeer,Studio,Mid-Market,2BR,114713,9559,71.48,6.465,1774260,13.03,74.5,755,562,4,120435,6.62,1.15,46
RNT000228,2019-04-01,2019,4,Dubai,Dubai,JVC,Apartment,Premium,2BR,291649,24304,121.81,6.346,4595667,12.5,78.1,2211,1726,25,265109,5.72,0.718,18
RNT000229,2019-04-01,2019,4,Dubai,Dubai,JVC,Apartment,Mid-Market,2BR,123037,10253,56.12,6.475,1900274,13.08,79.5,937,744,53,126563,5.73,1.009,4
RNT000230,2019-04-01,2019,4,Abu Dhabi,Abu Dhabi,Corniche,Apartment,Premium,3BR,84324,7027,78.7,5.226,1613547,14.32,68.5,622,426,183,83728,13.3,0.773,26
RNT000231,2019-04-01,2019,4,Sharjah,Sharjah,Al Qasimia,Apartment,Affordable,1BR,40242,3353,38.16,7.206,558440,10.58,81.1,319,258,157,41378,9.96,1.21,28
RNT000232,2019-04-01,2019,4,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,Apartment,Luxury,5BR+,278076,23173,166.45,4.637,5996462,16.95,67.2,2356,1583,85,270418,4.97,0.877,1
RNT000233,2019-04-01,2019,4,Dubai,Dubai,JVC,Studio,Affordable,3BR,77570,6464,45.42,7.464,1039268,8.02,69.8,499,348,17,80549,5.0,0.742,75
RNT000234,2019-05-01,2019,5,Sharjah,Sharjah,Al Taawun,Villa,Luxury,2BR,611538,50961,326.41,5.711,10708956,11.66,65.0,3617,2351,202,617376,3.06,1.17,19
RNT000235,2019-05-01,2019,5,Dubai,Dubai,JBR,Townhouse,Affordable,2BR,149845,12487,65.29,8.355,1793448,5.56,63.4,1209,766,422,156706,2.27,1.126,5
RNT000236,2019-05-01,2019,5,Sharjah,Sharjah,Al Majaz,Villa,Ultra-Luxury,5BR+,501611,41800,567.58,4.224,11875974,20.99,67.2,4381,2944,3,512704,3.71,0.786,9
RNT000237,2019-05-01,2019,5,Dubai,Dubai,Arabian Ranches,Villa,Affordable,2BR,152959,12746,57.21,7.958,1921982,20.2,65.2,1262,822,72,155439,4.27,1.324,32
RNT000238,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Premium,1BR,136657,11388,148.32,5.855,2334046,7.0,74.5,1085,808,89,131997,6.23,1.156,30
RNT000239,2019-05-01,2019,5,Dubai,Dubai,Meydan,Apartment,Premium,1BR,86282,7190,150.63,7.052,1223460,9.79,62.6,550,344,135,86665,5.12,1.174,18
RNT000240,2019-05-01,2019,5,Dubai,Dubai,Sports City,Apartment,Mid-Market,2BR,191450,15954,69.06,7.163,2672588,17.45,60.6,1667,1010,113,172701,3.15,1.126,60
RNT000241,2019-05-01,2019,5,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,3BR,133022,11085,71.83,6.055,2196908,13.15,75.6,1095,827,331,124792,1.14,1.537,75
RNT000242,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Saadiyat Island,Studio,Luxury,2BR,430991,35915,289.26,5.318,8104548,17.57,80.4,3017,2425,160,448929,0.99,0.954,0
RNT000243,2019-05-01,2019,5,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Affordable,2BR,106354,8862,41.14,6.911,1539019,21.15,55.8,594,331,97,110871,8.31,1.118,3
RNT000244,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Affordable,Studio,50984,4248,38.69,7.263,702023,14.66,58.3,309,180,108,52315,2.05,0.772,136
RNT000245,2019-05-01,2019,5,Dubai,Dubai,Downtown Dubai,Villa,Luxury,1BR,460174,38347,197.54,6.071,7579804,16.14,75.6,2483,1877,15,461407,9.05,1.14,5
RNT000246,2019-05-01,2019,5,Sharjah,Sharjah,Al Khan,Apartment,Luxury,3BR,132443,11036,233.02,5.127,2583438,14.42,71.2,1066,758,21,127613,9.49,1.377,52
RNT000247,2019-05-01,2019,5,Dubai,Dubai,Arabian Ranches,Townhouse,Premium,2BR,268293,22357,120.9,6.777,3959028,20.23,62.9,2287,1438,297,243556,3.43,0.952,144
RNT000248,2019-05-01,2019,5,Dubai,Dubai,Arabian Ranches,Studio,Premium,3BR,330298,27524,148.27,7.243,4560103,9.14,65.8,2522,1659,13,312399,3.77,1.306,29
RNT000249,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Khalifa City,Apartment,Luxury,Studio,186028,15502,222.4,5.543,3356177,9.78,72.2,1266,914,12,176284,4.73,1.494,57
RNT000250,2019-05-01,2019,5,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Premium,2BR,264661,22055,125.19,5.172,5117296,13.51,76.0,1901,1444,200,241578,9.82,1.032,0
RNT000251,2019-05-01,2019,5,Sharjah,Sharjah,Al Khan,Apartment,Luxury,2BR,568575,47381,214.37,5.129,11084852,7.99,61.5,3905,2401,1,573610,8.89,0.941,18
RNT000252,2019-05-01,2019,5,Dubai,Dubai,Discovery Gardens,Villa,Mid-Market,3BR,66162,5513,87.68,6.217,1064210,21.3,63.2,440,278,120,62372,2.09,1.439,7
RNT000253,2019-05-01,2019,5,Dubai,Dubai,Arabian Ranches,Townhouse,Mid-Market,1BR,65865,5488,76.47,6.219,1059014,13.19,79.7,560,446,124,65888,-1.0,0.732,22
RNT000254,2019-05-01,2019,5,Sharjah,Sharjah,Muwaileh,Apartment,Mid-Market,4BR,239009,19917,96.57,6.806,3511570,10.18,79.8,1222,975,57,218916,6.48,1.498,70
RNT000255,2019-05-01,2019,5,Dubai,Dubai,Dubai Marina,Apartment,Mid-Market,1BR,143699,11974,89.86,6.755,2127232,15.44,65.9,919,605,295,144270,2.5,1.531,17
RNT000256,2019-05-01,2019,5,Dubai,Dubai,Sports City,Villa,Premium,1BR,370208,30850,138.04,6.514,5683682,19.75,58.5,2578,1508,203,343856,3.64,1.547,92
RNT000257,2019-05-01,2019,5,Dubai,Dubai,JBR,Apartment,Affordable,4BR,87454,7287,58.19,7.471,1170530,14.36,67.8,741,502,72,85541,3.05,1.107,48
RNT000258,2019-05-01,2019,5,Dubai,Dubai,Dubai Hills Estate,Apartment,Premium,3BR,439914,36659,189.32,7.19,6118691,16.38,74.0,3714,2748,51,436416,4.77,1.241,23
RNT000259,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Yas Island,Studio,Mid-Market,2BR,182280,15190,102.22,6.88,2649383,5.97,76.8,1519,1166,23,182810,-0.59,1.354,0
RNT000260,2019-05-01,2019,5,Dubai,Dubai,Al Furjan,Apartment,Mid-Market,2BR,237624,19802,95.02,6.771,3509427,17.51,74.5,1918,1428,145,249159,1.26,0.7,26
RNT000261,2019-05-01,2019,5,Sharjah,Sharjah,Al Taawun,Apartment,Mid-Market,1BR,196660,16388,65.81,6.338,3103081,6.58,69.5,1514,1052,106,185196,-2.06,1.467,20
RNT000262,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Yas Acres,Townhouse,Mid-Market,1BR,102030,8502,71.32,6.149,1659239,18.4,68.3,725,495,39,97440,1.45,1.0,62
RNT000263,2019-05-01,2019,5,Sharjah,Sharjah,Al Nahda,Townhouse,Premium,1BR,479301,39941,161.45,5.97,8028007,6.92,70.9,2569,1821,13,457091,1.13,1.175,46
RNT000264,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Saadiyat Island,Apartment,Luxury,3BR,386389,32199,176.53,4.817,8021769,11.83,62.3,2455,1529,5,391734,3.26,1.121,31
RNT000265,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Masdar City,Apartment,Luxury,3BR,463183,38598,239.95,5.505,8413834,12.66,63.6,3304,2101,89,481089,3.86,1.535,32
RNT000266,2019-05-01,2019,5,Dubai,Dubai,Dubai Hills Estate,Apartment,Mid-Market,2BR,87031,7252,96.72,6.845,1271369,15.43,80.8,462,373,19,81381,6.37,1.19,2
RNT000267,2019-05-01,2019,5,Sharjah,Sharjah,Al Majaz,Townhouse,Ultra-Luxury,1BR,773636,64469,265.53,3.685,20994943,7.62,62.3,6774,4220,287,764996,5.32,0.881,44
RNT000268,2019-05-01,2019,5,Dubai,Dubai,DAMAC Hills,Townhouse,Luxury,1BR,486034,40502,300.59,5.541,8772010,16.77,60.6,3549,2150,116,509488,4.35,1.112,149
RNT000269,2019-05-01,2019,5,Ras Al Khaimah,Ras Al Khaimah,Hayat Island,Apartment,Luxury,Studio,255915,21326,170.63,4.86,5265543,14.06,57.8,1883,1088,338,245147,7.7,1.553,1
RNT000270,2019-05-01,2019,5,Abu Dhabi,Abu Dhabi,Yas Island,Apartment,Luxury,1BR,534632,44552,203.57,4.838,11051336,17.24,57.5,4450,2558,81,500502,3.59,1.575,44
RNT000271,2019-05-01,2019,5,Dubai,Dubai,Dubai Marina,Apartment,Luxury,1BR,384737,32061,291.68,5.389,7138696,17.92,61.7,2913,1797,8,376785,5.17,1.034,45
RNT000272,2019-05-01,2019,5,Dubai,Dubai,Arabian Ranches,Apartment,Premium,Studio,223228,18602,125.48,6.587,3388829,21.8,80.6,1313,1058,241,229774,-2.01,1.35,17
RNT000273,2019-05-01,2019,5,Dubai,Dubai,DAMAC Hills,Villa,Affordable,1BR,89219,7434,32.64,8.194,1088768,6.97,63.0,481,303,21,81598,5.03,1.153,24
RNT000274,2019-05-01,2019,5,Dubai,Dubai,Meydan,Villa,Premium,3BR,123676,10306,113.23,6.004,2059896,7.82,75.5,1039,784,283,116128,6.0,1.555,1
RNT000275,2019-05-01,2019,5,Dubai,Dubai,JBR,Townhouse,Mid-Market,4BR,70005,5833,72.59,7.24,966945,14.81,60.8,532,323,80,64066,5.22,1.105,22
