contract_id,contract_date,year,month,area,bedrooms,property_type,annual_rent_aed,monthly_rent_aed,contract_duration_months,payment_frequency,is_renewal,tenant_nationality
RERA-2019-0000252,2019-04-29,2019,4,Dubai Marina,3,Apartment,220041,18337,12,Bi-annual,False,UAE
RERA-2019-0000253,2019-03-02,2019,3,Discovery Gardens,1,Apartment,29379,2448,12,Annual,False,India
RERA-2019-0000254,2019-10-14,2019,10,JLT,2,Apartment,67741,5645,12,Annual,False,Pakistan
RERA-2019-0000255,2019-02-05,2019,2,Al Barsha,1,Apartment,65347,5446,12,Bi-annual,True,UK
RERA-2019-0000256,2019-06-23,2019,6,Palm Jumeirah,2,Apartment,198066,16506,12,Annual,True,Egypt
RERA-2019-0000257,2019-07-31,2019,7,Palm Jumeirah,1,Apartment,139214,11601,12,Annual,False,Philippines
RERA-2019-0000258,2019-07-02,2019,7,Mirdif,2,Apartment,76037,6336,12,Annual,False,Philippines
RERA-2019-0000259,2019-07-11,2019,7,Dubai Marina,3,Apartment,200711,16726,12,Annual,False,UAE
RERA-2019-0000260,2019-03-06,2019,3,Mirdif,0,Apartment,47426,3952,12,Quarterly,True,Other
RERA-2019-0000261,2019-09-16,2019,9,International City,1,Apartment,27979,2332,12,Bi-annual,False,UAE
RERA-2019-0000262,2019-12-16,2019,12,Mirdif,1,Apartment,49044,4087,12,Bi-annual,False,Other
RERA-2019-0000263,2019-11-23,2019,11,Town Square,0,Apartment,31040,2587,12,Quarterly,True,Other
RERA-2019-0000264,2019-07-15,2019,7,Mirdif,2,Apartment,69748,5812,24,Annual,False,UAE
RERA-2019-0000265,2019-09-17,2019,9,Dubai Marina,2,Apartment,145446,12120,6,Bi-annual,False,Philippines
RERA-2019-0000266,2019-12-20,2019,12,Dubai Marina,3,Apartment,191509,15959,12,Bi-annual,False,Other
RERA-2019-0000267,2019-08-20,2019,8,JLT,1,Apartment,62426,5202,12,Annual,True,Pakistan
RERA-2019-0000268,2019-08-16,2019,8,Dubai Marina,4,Villa,289562,24130,12,Quarterly,False,Philippines
RERA-2019-0000269,2019-08-04,2019,8,Town Square,4,Villa,152455,12705,12,Annual,False,Pakistan
RERA-2019-0000270,2019-09-01,2019,9,Bur Dubai,3,Apartment,94537,7878,12,Annual,True,Other
RERA-2019-0000271,2019-06-15,2019,6,Palm Jumeirah,3,Apartment,273406,22784,12,Bi-annual,False,UK
RERA-2019-0000272,2019-10-16,2019,10,Discovery Gardens,1,Apartment,26906,2242,12,Bi-annual,False,India
RERA-2019-0000273,2019-02-19,2019,2,Mirdif,3,Apartment,128590,10716,24,Quarterly,False,Other
RERA-2019-0000274,2019-10-21,2019,10,Downtown Dubai,1,Apartment,88060,7338,12,Bi-annual,False,Other
RERA-2019-0000275,2019-01-03,2019,1,Palm Jumeirah,3,Apartment,269288,22441,12,Monthly,False,Other
RERA-2019-0000276,2019-01-29,2019,1,Business Bay,3,Apartment,160938,13412,24,Quarterly,False,UK
RERA-2019-0000277,2019-05-20,2019,5,Deira,2,Apartment,66801,5567,12,Annual,True,India
RERA-2019-0000278,2019-01-09,2019,1,Downtown Dubai,2,Apartment,128584,10715,24,Bi-annual,True,UK
RERA-2019-0000279,2019-04-21,2019,4,Bur Dubai,2,Apartment,58241,4853,12,Monthly,True,UK
RERA-2019-0000280,2019-08-11,2019,8,Palm Jumeirah,2,Apartment,183996,15333,12,Quarterly,True,India
RERA-2019-0000281,2019-05-17,2019,5,JLT,2,Apartment,72237,6020,12,Bi-annual,False,India
RERA-2019-0000282,2019-12-24,2019,12,Downtown Dubai,1,Apartment,81498,6792,12,Annual,False,Egypt
RERA-2019-0000283,2019-11-26,2019,11,Downtown Dubai,2,Apartment,126763,10564,12,Monthly,False,Pakistan
RERA-2019-0000284,2019-10-18,2019,10,Downtown Dubai,1,Apartment,89742,7478,12,Bi-annual,False,Pakistan
RERA-2019-0000285,2019-10-25,2019,10,Al Barsha,2,Apartment,86166,7180,12,Quarterly,False,Pakistan
RERA-2019-0000286,2019-07-06,2019,7,Discovery Gardens,3,Apartment,59676,4973,12,Annual,True,India
RERA-2019-0000287,2019-11-25,2019,11,Business Bay,2,Apartment,92178,7682,12,Bi-annual,True,UAE
RERA-2019-0000288,2019-05-28,2019,5,Deira,2,Apartment,66723,5560,12,Monthly,True,Pakistan
RERA-2019-0000289,2019-01-27,2019,1,Bur Dubai,1,Apartment,37822,3152,12,Bi-annual,True,India
RERA-2019-0000290,2019-11-08,2019,11,Dubai Hills Estate,1,Apartment,93002,7750,6,Annual,False,Other
RERA-2019-0000291,2019-02-14,2019,2,International City,2,Apartment,36583,3049,12,Quarterly,False,Other
RERA-2019-0000292,2019-02-08,2019,2,Al Barsha,3,Apartment,145826,12152,12,Quarterly,True,India
RERA-2019-0000293,2019-05-18,2019,5,Business Bay,3,Apartment,195072,16256,24,Annual,True,India
RERA-2019-0000294,2019-04-21,2019,4,Dubai Hills Estate,1,Apartment,80521,6710,12,Annual,False,Pakistan
RERA-2019-0000295,2019-04-12,2019,4,DIFC,4,Villa,279972,23331,24,Annual,False,Egypt
RERA-2019-0000296,2019-11-22,2019,11,Palm Jumeirah,0,Apartment,98597,8216,24,Bi-annual,False,Pakistan
RERA-2019-0000297,2019-08-11,2019,8,Town Square,3,Apartment,116384,9699,12,Bi-annual,True,India
RERA-2019-0000298,2019-05-13,2019,5,Al Barsha,1,Apartment,62993,5249,12,Annual,True,Pakistan
RERA-2019-0000299,2019-10-31,2019,10,JLT,2,Apartment,86637,7220,12,Annual,False,Philippines
RERA-2019-0000300,2019-07-18,2019,7,Business Bay,1,Apartment,82377,6865,24,Annual,True,Philippines
RERA-2019-0000301,2019-06-24,2019,6,Bur Dubai,1,Apartment,49131,4094,12,Annual,False,Pakistan
RERA-2019-0000302,2019-10-27,2019,10,Dubai Hills Estate,1,Apartment,81046,6754,24,Quarterly,True,Other
RERA-2019-0000303,2019-04-26,2019,4,Downtown Dubai,2,Apartment,142739,11895,12,Annual,False,India
RERA-2019-0000304,2019-08-04,2019,8,JVC,1,Apartment,51520,4293,12,Quarterly,False,Egypt
RERA-2019-0000305,2019-11-21,2019,11,Deira,2,Apartment,56997,4750,12,Annual,False,Philippines
RERA-2019-0000306,2019-07-01,2019,7,Dubai Marina,2,Apartment,150539,12545,12,Quarterly,True,UK
RERA-2019-0000307,2019-01-23,2019,1,JLT,1,Apartment,53097,4425,12,Annual,False,UAE
RERA-2019-0000308,2019-08-06,2019,8,Palm Jumeirah,1,Apartment,141709,11809,12,Monthly,False,Other
RERA-2019-0000309,2019-05-06,2019,5,JLT,1,Apartment,60384,5032,12,Annual,False,Philippines
RERA-2019-0000310,2019-10-24,2019,10,Discovery Gardens,3,Apartment,64013,5334,12,Monthly,False,Other
RERA-2019-0000311,2019-08-07,2019,8,JVC,3,Apartment,114110,9509,12,Annual,True,UK
RERA-2019-0000312,2019-12-10,2019,12,Business Bay,2,Apartment,124384,10365,6,Bi-annual,True,Other
RERA-2019-0000313,2019-12-15,2019,12,JVC,2,Apartment,61558,5130,24,Monthly,True,UK
RERA-2019-0000314,2019-01-05,2019,1,Discovery Gardens,3,Apartment,69993,5833,12,Monthly,True,Philippines
RERA-2019-0000315,2019-02-02,2019,2,Palm Jumeirah,2,Apartment,232999,19417,12,Bi-annual,False,Pakistan
RERA-2019-0000316,2019-07-24,2019,7,Business Bay,3,Apartment,172260,14355,12,Annual,False,UAE
RERA-2019-0000317,2019-01-06,2019,1,International City,2,Apartment,40746,3396,24,Bi-annual,True,Other
RERA-2019-0000318,2019-04-23,2019,4,Dubai Hills Estate,2,Apartment,128749,10729,24,Quarterly,True,Other
RERA-2019-0000319,2019-03-12,2019,3,JLT,1,Apartment,57905,4825,24,Monthly,False,Philippines
RERA-2019-0000320,2019-10-11,2019,10,Bur Dubai,3,Apartment,97410,8118,24,Annual,False,India
RERA-2019-0000321,2019-08-08,2019,8,International City,3,Apartment,52309,4359,12,Bi-annual,False,India
RERA-2019-0000322,2019-11-27,2019,11,Town Square,2,Apartment,57013,4751,12,Annual,True,India
RERA-2019-0000323,2019-10-30,2019,10,Dubai Hills Estate,1,Apartment,85941,7162,12,Annual,True,India
RERA-2019-0000324,2019-01-12,2019,1,Bur Dubai,1,Apartment,37549,3129,24,Bi-annual,False,Other
RERA-2019-0000325,2019-01-15,2019,1,Al Barsha,3,Apartment,143476,11956,6,Monthly,True,India
RERA-2019-0000326,2019-01-24,2019,1,JVC,1,Apartment,45542,3795,12,Quarterly,False,Other
RERA-2019-0000327,2019-11-29,2019,11,Dubai Marina,2,Apartment,102615,8551,12,Annual,True,India
RERA-2019-0000328,2019-02-08,2019,2,JVC,2,Apartment,67071,5589,24,Monthly,False,UAE
RERA-2019-0000329,2019-12-24,2019,12,JVC,4,Villa,136764,11397,6,Quarterly,False,Other
RERA-2019-0000330,2019-03-28,2019,3,Discovery Gardens,1,Apartment,33724,2810,24,Quarterly,True,India
RERA-2019-0000331,2019-09-04,2019,9,Mirdif,1,Apartment,49127,4094,12,Quarterly,True,Other
RERA-2019-0000332,2019-12-27,2019,12,Dubai Marina,1,Apartment,104061,8672,12,Quarterly,False,Other
RERA-2019-0000333,2019-04-04,2019,4,Town Square,2,Apartment,63767,5314,24,Annual,True,Philippines
RERA-2019-0000334,2019-10-31,2019,10,Discovery Gardens,4,Villa,90318,7526,12,Annual,True,India
RERA-2019-0000335,2019-05-28,2019,5,Downtown Dubai,1,Apartment,93826,7819,12,Quarterly,True,Other
RERA-2019-0000336,2019-05-26,2019,5,Discovery Gardens,2,Apartment,46372,3864,6,Quarterly,True,UAE
RERA-2019-0000337,2019-03-15,2019,3,Al Barsha,1,Apartment,61025,5085,12,Bi-annual,False,UAE
RERA-2019-0000338,2019-01-31,2019,1,Al Barsha,0,Apartment,44727,3727,6,Annual,True,Egypt
RERA-2019-0000339,2019-05-03,2019,5,International City,1,Apartment,32502,2708,12,Annual,False,Philippines
RERA-2019-0000340,2019-11-10,2019,11,Bur Dubai,2,Apartment,52759,4397,12,Annual,True,Other
RERA-2019-0000341,2019-06-02,2019,6,JVC,2,Apartment,65713,5476,12,Quarterly,True,UAE
RERA-2019-0000342,2019-02-09,2019,2,JVC,1,Apartment,45420,3785,12,Bi-annual,True,UAE
RERA-2019-0000343,2019-04-10,2019,4,JVC,2,Apartment,77877,6490,24,Bi-annual,False,Other
RERA-2019-0000344,2019-07-09,2019,7,Dubai Marina,0,Apartment,56953,4746,6,Quarterly,False,India
RERA-2019-0000345,2019-04-04,2019,4,Discovery Gardens,3,Apartment,50217,4185,12,Bi-annual,True,Egypt
RERA-2019-0000346,2019-06-26,2019,6,Al Barsha,2,Apartment,90947,7579,24,Annual,False,UAE
RERA-2019-0000347,2019-10-09,2019,10,Deira,2,Apartment,57765,4814,6,Quarterly,True,Other
RERA-2019-0000348,2019-01-30,2019,1,Business Bay,2,Apartment,117480,9790,6,Annual,False,India
RERA-2019-0000349,2019-10-08,2019,10,JLT,3,Apartment,109397,9116,12,Bi-annual,True,Other
RERA-2019-0000350,2019-02-25,2019,2,Dubai Marina,3,Apartment,241256,20105,12,Bi-annual,True,Other
RERA-2019-0000351,2019-03-16,2019,3,Business Bay,2,Apartment,110530,9211,12,Annual,True,Philippines
RERA-2019-0000352,2019-06-01,2019,6,JVC,2,Apartment,68418,5702,12,Bi-annual,False,Philippines
RERA-2019-0000353,2019-07-25,2019,7,Downtown Dubai,4,Villa,299711,24976,12,Bi-annual,True,UK
RERA-2019-0000354,2019-09-28,2019,9,Palm Jumeirah,1,Apartment,115476,9623,6,Quarterly,False,India
RERA-2019-0000355,2019-05-20,2019,5,Downtown Dubai,2,Apartment,132257,11021,24,Bi-annual,True,Philippines
RERA-2019-0000356,2019-12-12,2019,12,Discovery Gardens,2,Apartment,45734,3811,12,Annual,True,Pakistan
RERA-2019-0000357,2019-06-12,2019,6,DIFC,4,Villa,322172,26848,24,Annual,True,Philippines
RERA-2019-0000358,2019-01-13,2019,1,Dubai Hills Estate,2,Apartment,174548,14546,12,Monthly,True,UAE
RERA-2019-0000359,2019-07-03,2019,7,Discovery Gardens,2,Apartment,37122,3094,12,Annual,True,Philippines
RERA-2019-0000360,2019-05-01,2019,5,Palm Jumeirah,0,Apartment,78678,6556,6,Quarterly,True,Egypt
RERA-2019-0000361,2019-01-03,2019,1,Deira,3,Apartment,76146,6346,12,Quarterly,True,Pakistan
RERA-2019-0000362,2019-12-31,2019,12,Palm Jumeirah,1,Apartment,140506,11709,12,Quarterly,False,Other
RERA-2019-0000363,2019-10-05,2019,10,Al Barsha,1,Apartment,57020,4752,24,Bi-annual,True,Philippines
RERA-2019-0000364,2019-01-24,2019,1,Deira,3,Apartment,86489,7207,6,Annual,True,Philippines
RERA-2019-0000365,2019-01-16,2019,1,Deira,2,Apartment,51131,4261,12,Bi-annual,True,Other
RERA-2019-0000366,2019-03-06,2019,3,DIFC,1,Apartment,110782,9232,24,Quarterly,False,UK
RERA-2019-0000367,2019-06-09,2019,6,Dubai Marina,1,Apartment,102789,8566,12,Bi-annual,False,Other
RERA-2019-0000368,2019-12-18,2019,12,International City,2,Apartment,37122,3094,12,Bi-annual,True,Other
RERA-2019-0000369,2019-07-25,2019,7,JLT,1,Apartment,60920,5077,12,Monthly,True,Pakistan
RERA-2019-0000370,2019-04-11,2019,4,Downtown Dubai,2,Apartment,158848,13237,12,Bi-annual,True,Philippines
RERA-2019-0000371,2019-07-15,2019,7,Business Bay,2,Apartment,83928,6994,12,Monthly,False,Other
RERA-2019-0000372,2019-05-13,2019,5,Discovery Gardens,4,Villa,84568,7047,6,Annual,True,Other
RERA-2019-0000373,2019-04-24,2019,4,Mirdif,3,Apartment,124931,10411,6,Bi-annual,False,Other
RERA-2019-0000374,2019-03-24,2019,3,Palm Jumeirah,0,Apartment,92475,7706,6,Bi-annual,False,Other
RERA-2019-0000375,2019-05-24,2019,5,JVC,2,Apartment,59816,4985,12,Bi-annual,True,Egypt
RERA-2019-0000376,2019-10-25,2019,10,Mirdif,2,Apartment,81216,6768,12,Monthly,False,Other
RERA-2019-0000377,2019-12-06,2019,12,Dubai Marina,0,Apartment,56079,4673,12,Quarterly,False,UK
RERA-2019-0000378,2019-01-11,2019,1,Business Bay,2,Apartment,119968,9997,6,Bi-annual,True,UAE
RERA-2019-0000379,2019-08-31,2019,8,Al Barsha,0,Apartment,43899,3658,12,Bi-annual,True,Pakistan
RERA-2019-0000380,2019-04-10,2019,4,DIFC,2,Apartment,147178,12265,12,Quarterly,True,India
RERA-2019-0000381,2019-05-02,2019,5,JLT,1,Apartment,63497,5291,12,Annual,True,Other
RERA-2019-0000382,2019-01-23,2019,1,JLT,3,Apartment,109887,9157,12,Bi-annual,True,Egypt
RERA-2019-0000383,2019-07-24,2019,7,Deira,2,Apartment,48911,4076,12,Quarterly,False,Pakistan
RERA-2019-0000384,2019-04-23,2019,4,Al Barsha,1,Apartment,53643,4470,12,Annual,True,UAE
RERA-2019-0000385,2019-11-28,2019,11,JVC,1,Apartment,46006,3834,12,Monthly,False,Other
RERA-2019-0000386,2019-04-25,2019,4,International City,2,Apartment,42551,3546,12,Quarterly,True,Pakistan
RERA-2019-0000387,2019-11-15,2019,11,Mirdif,2,Apartment,68046,5670,12,Annual,True,UK
RERA-2019-0000388,2019-02-21,2019,2,Palm Jumeirah,2,Apartment,217875,18156,12,Bi-annual,False,Other
RERA-2019-0000389,2019-12-15,2019,12,Dubai Marina,4,Villa,288449,24037,12,Bi-annual,False,Other
RERA-2019-0000390,2019-05-07,2019,5,JLT,1,Apartment,53164,4430,12,Quarterly,True,Other
RERA-2019-0000391,2019-10-17,2019,10,Dubai Hills Estate,1,Apartment,99601,8300,12,Monthly,True,India
RERA-2019-0000392,2019-12-08,2019,12,Town Square,1,Apartment,51269,4272,12,Bi-annual,False,Egypt
RERA-2019-0000393,2019-02-15,2019,2,Mirdif,2,Apartment,74111,6176,12,Bi-annual,False,Other
RERA-2019-0000394,2019-09-13,2019,9,Dubai Marina,1,Apartment,82807,6901,24,Annual,False,Other
RERA-2019-0000395,2019-01-08,2019,1,Business Bay,1,Apartment,59036,4920,12,Annual,False,India
RERA-2019-0000396,2019-01-19,2019,1,Al Barsha,2,Apartment,85598,7133,12,Annual,False,India
RERA-2019-0000397,2019-07-04,2019,7,Business Bay,2,Apartment,110977,9248,12,Annual,False,India
RERA-2019-0000398,2019-07-04,2019,7,International City,1,Apartment,28824,2402,24,Quarterly,False,India
RERA-2019-0000399,2019-08-27,2019,8,DIFC,1,Apartment,107776,8981,24,Bi-annual,False,India
RERA-2019-0000400,2019-12-12,2019,12,Mirdif,1,Apartment,51464,4289,12,Quarterly,True,India
RERA-2019-0000401,2019-01-22,2019,1,Business Bay,1,Apartment,88806,7400,12,Annual,True,India
RERA-2019-0000402,2019-05-30,2019,5,JVC,3,Apartment,93641,7803,12,Monthly,False,UAE
RERA-2019-0000403,2019-12-05,2019,12,Business Bay,2,Apartment,108224,9019,24,Monthly,False,India
RERA-2019-0000404,2019-02-14,2019,2,International City,2,Apartment,35401,2950,12,Quarterly,False,UAE
RERA-2019-0000405,2019-01-24,2019,1,Bur Dubai,3,Apartment,89906,7492,12,Annual,True,India
RERA-2019-0000406,2019-10-13,2019,10,International City,2,Apartment,46923,3910,12,Bi-annual,True,Other
RERA-2019-0000407,2019-12-04,2019,12,Al Barsha,1,Apartment,47392,3949,12,Annual,False,Pakistan
RERA-2019-0000408,2019-03-30,2019,3,International City,2,Apartment,38644,3220,12,Bi-annual,False,UAE
RERA-2019-0000409,2019-02-07,2019,2,Mirdif,1,Apartment,50215,4185,12,Annual,True,Other
RERA-2019-0000410,2019-10-29,2019,10,JVC,2,Apartment,77140,6428,12,Monthly,False,UAE
RERA-2019-0000411,2019-12-20,2019,12,Deira,1,Apartment,41837,3486,6,Annual,False,Other
RERA-2019-0000412,2019-03-27,2019,3,Mirdif,1,Apartment,51952,4329,12,Annual,True,Other
RERA-2019-0000413,2019-03-03,2019,3,JLT,3,Apartment,121635,10136,12,Annual,False,UAE
RERA-2019-0000414,2019-11-04,2019,11,DIFC,1,Apartment,116360,9697,12,Annual,False,Philippines
RERA-2019-0000415,2019-01-21,2019,1,JLT,0,Apartment,45541,3795,12,Monthly,False,India
RERA-2019-0000416,2019-09-30,2019,9,Dubai Marina,3,Apartment,158984,13249,12,Quarterly,False,Egypt
RERA-2019-0000417,2019-10-24,2019,10,Deira,1,Apartment,43496,3625,12,Bi-annual,False,Other
RERA-2019-0000418,2019-08-06,2019,8,International City,3,Apartment,57312,4776,12,Bi-annual,False,India
RERA-2019-0000419,2019-02-08,2019,2,Bur Dubai,2,Apartment,60866,5072,12,Bi-annual,False,UAE
RERA-2019-0000420,2019-09-09,2019,9,Bur Dubai,0,Apartment,22265,1855,12,Annual,True,Philippines
RERA-2019-0000421,2019-11-10,2019,11,International City,1,Apartment,23362,1947,12,Quarterly,True,Other
RERA-2019-0000422,2019-04-09,2019,4,Mirdif,2,Apartment,90282,7524,12,Quarterly,False,Other
RERA-2019-0000423,2019-12-03,2019,12,Downtown Dubai,2,Apartment,142192,11849,12,Annual,False,Other
RERA-2019-0000424,2019-09-26,2019,9,Town Square,1,Apartment,39142,3262,12,Annual,False,Pakistan
RERA-2019-0000425,2019-09-01,2019,9,Town Square,2,Apartment,64275,5356,12,Monthly,False,Other
RERA-2019-0000426,2019-08-08,2019,8,Dubai Marina,0,Apartment,54179,4515,12,Bi-annual,True,UAE
RERA-2019-0000427,2019-01-26,2019,1,Discovery Gardens,2,Apartment,48716,4060,6,Annual,False,UAE
RERA-2019-0000428,2019-10-17,2019,10,Dubai Marina,2,Apartment,153664,12805,12,Annual,True,Philippines
RERA-2019-0000429,2019-11-30,2019,11,Downtown Dubai,4,Villa,312347,26029,12,Annual,False,Egypt
RERA-2019-0000430,2019-01-02,2019,1,Mirdif,2,Apartment,76388,6366,24,Bi-annual,False,Pakistan
RERA-2019-0000431,2019-11-16,2019,11,Business Bay,2,Apartment,99168,8264,12,Annual,True,UAE
RERA-2019-0000432,2019-12-30,2019,12,Palm Jumeirah,0,Apartment,107600,8967,12,Annual,True,UAE
RERA-2019-0000433,2019-02-22,2019,2,JLT,2,Apartment,86928,7244,24,Quarterly,True,UK
RERA-2019-0000434,2019-05-19,2019,5,Dubai Hills Estate,4,Villa,255833,21319,12,Annual,True,Other
RERA-2019-0000435,2019-10-29,2019,10,Palm Jumeirah,3,Apartment,354725,29560,12,Bi-annual,True,India
RERA-2019-0000436,2019-02-19,2019,2,Palm Jumeirah,1,Apartment,148719,12393,12,Bi-annual,False,Pakistan
RERA-2019-0000437,2019-01-21,2019,1,Bur Dubai,3,Apartment,91743,7645,12,Annual,False,India
RERA-2019-0000438,2019-01-08,2019,1,Town Square,2,Apartment,54622,4552,6,Annual,False,UK
RERA-2019-0000439,2019-08-13,2019,8,Downtown Dubai,2,Apartment,188204,15684,12,Annual,True,Pakistan
RERA-2019-0000440,2019-06-22,2019,6,Dubai Marina,1,Apartment,88163,7347,12,Bi-annual,False,Egypt
RERA-2019-0000441,2019-03-05,2019,3,Al Barsha,4,Villa,215545,17962,12,Quarterly,False,UAE
RERA-2019-0000442,2019-09-13,2019,9,JLT,1,Apartment,54165,4514,12,Quarterly,False,India
RERA-2019-0000443,2019-03-28,2019,3,JLT,3,Apartment,119020,9918,12,Annual,True,India
RERA-2019-0000444,2019-08-04,2019,8,Bur Dubai,2,Apartment,65861,5488,12,Annual,True,India
RERA-2019-0000445,2019-02-01,2019,2,Deira,1,Apartment,45344,3779,12,Quarterly,True,Other
RERA-2019-0000446,2019-05-22,2019,5,Deira,1,Apartment,40686,3390,12,Quarterly,True,Pakistan
RERA-2019-0000447,2019-11-24,2019,11,DIFC,1,Apartment,93409,7784,12,Quarterly,True,Philippines
RERA-2019-0000448,2019-02-11,2019,2,International City,2,Apartment,43320,3610,24,Annual,True,India
RERA-2019-0000449,2019-03-09,2019,3,Business Bay,2,Apartment,137487,11457,12,Annual,False,India
RERA-2019-0000450,2019-03-18,2019,3,Al Barsha,4,Villa,190492,15874,12,Monthly,True,Egypt
RERA-2019-0000451,2019-11-03,2019,11,Al Barsha,2,Apartment,91397,7616,6,Bi-annual,True,Other
RERA-2019-0000452,2019-04-04,2019,4,Dubai Hills Estate,1,Apartment,76364,6364,12,Bi-annual,False,UAE
RERA-2019-0000453,2019-09-13,2019,9,International City,1,Apartment,23285,1940,12,Bi-annual,False,UAE
RERA-2019-0000454,2019-09-09,2019,9,International City,2,Apartment,38786,3232,12,Bi-annual,False,Other
RERA-2019-0000455,2019-10-11,2019,10,Discovery Gardens,2,Apartment,46119,3843,12,Bi-annual,False,Egypt
RERA-2019-0000456,2019-03-14,2019,3,Business Bay,4,Villa,248059,20672,24,Annual,False,India
RERA-2019-0000457,2019-11-08,2019,11,JLT,3,Apartment,127489,10624,6,Monthly,True,UAE
RERA-2019-0000458,2019-06-26,2019,6,Town Square,2,Apartment,81071,6756,12,Annual,True,UAE
RERA-2019-0000459,2019-02-06,2019,2,Dubai Hills Estate,4,Villa,296070,24672,12,Annual,False,Other
RERA-2019-0000460,2019-07-15,2019,7,Al Barsha,2,Apartment,101495,8458,12,Quarterly,False,UAE
RERA-2019-0000461,2019-03-22,2019,3,Discovery Gardens,1,Apartment,31848,2654,6,Annual,False,Other
RERA-2019-0000462,2019-12-02,2019,12,DIFC,2,Apartment,199557,16630,12,Annual,False,Other
RERA-2019-0000463,2019-04-22,2019,4,JVC,1,Apartment,37226,3102,12,Bi-annual,True,India
RERA-2019-0000464,2019-12-24,2019,12,Al Barsha,3,Apartment,125300,10442,12,Annual,False,UAE
RERA-2019-0000465,2019-12-03,2019,12,Palm Jumeirah,2,Apartment,223592,18633,12,Annual,False,India
RERA-2019-0000466,2019-10-19,2019,10,Dubai Marina,2,Apartment,127323,10610,12,Quarterly,False,Philippines
RERA-2019-0000467,2019-05-13,2019,5,Dubai Hills Estate,2,Apartment,155649,12971,12,Quarterly,False,India
RERA-2019-0000468,2019-06-05,2019,6,Deira,0,Apartment,29293,2441,12,Annual,True,India
RERA-2019-0000469,2019-05-02,2019,5,International City,1,Apartment,31178,2598,12,Quarterly,True,India
RERA-2019-0000470,2019-05-13,2019,5,International City,3,Apartment,62266,5189,12,Annual,False,UAE
RERA-2019-0000471,2019-08-02,2019,8,Dubai Marina,2,Apartment,140508,11709,12,Quarterly,False,UAE
RERA-2019-0000472,2019-02-25,2019,2,Town Square,1,Apartment,53059,4422,12,Bi-annual,False,Egypt
RERA-2019-0000473,2019-05-27,2019,5,Town Square,4,Villa,148744,12395,6,Bi-annual,True,India
RERA-2019-0000474,2019-04-01,2019,4,Dubai Hills Estate,1,Apartment,100733,8394,12,Annual,False,Other
RERA-2019-0000475,2019-02-20,2019,2,Downtown Dubai,1,Apartment,95232,7936,24,Monthly,False,Other
RERA-2019-0000476,2019-11-17,2019,11,Town Square,1,Apartment,41858,3488,24,Annual,False,Pakistan
RERA-2019-0000477,2019-07-31,2019,7,JLT,3,Apartment,115106,9592,6,Annual,False,Pakistan
