plot_id,plot_number,area_name,plot_area_sqft,zoning,ownership_type,registration_date,last_transfer_date,market_value_aed,is_mortgaged,developer_id
PLOT-000233,7844-C,Downtown Dubai,305861,Commercial,Freehold,2018-03-29,2017-04-30,363410294,True,DEV-0028
PLOT-000234,5490-C,Warqa,333069,Mixed,Leasehold,2010-12-15,2015-02-24,464046291,True,DEV-0109
PLOT-000235,6528-E,Town Square,38997,Mixed,Freehold,2023-03-27,2018-09-29,474188072,False,DEV-0005
PLOT-000236,7540-A,Al Satwa,219267,Residential,Government,2008-12-07,2023-09-18,70556905,True,DEV-0145
PLOT-000237,9248-D,Al Quoz,80749,Commercial,Leasehold,2015-05-06,2017-09-08,302840580,True,DEV-0103
PLOT-000238,5015-A,Al Twar,27083,Residential,Government,2006-03-05,2021-10-18,94865879,False,DEV-0092
PLOT-000239,2425-C,DIFC,493522,Residential,Freehold,2018-03-11,2024-04-24,25442168,True,DEV-0142
PLOT-000240,2424-C,Sports City,100192,Mixed,Leasehold,2013-06-09,2016-07-02,314703198,False,DEV-0141
PLOT-000241,2130-D,Business Bay,368169,Commercial,Freehold,2017-10-28,2023-06-14,178911014,True,DEV-0022
PLOT-000242,8900-D,Ras Al Khor,433180,Residential,Freehold,2003-07-23,2018-02-13,234875299,True,DEV-0050
PLOT-000243,3776-A,Al Satwa,24899,Residential,Government,2006-06-16,2023-08-27,46766673,True,DEV-0084
PLOT-000244,6545-A,Motor City,19754,Mixed,Freehold,2007-04-26,2016-03-04,245376198,True,DEV-0069
PLOT-000245,9310-B,Jumeirah,161949,Residential,Freehold,2008-08-07,2023-12-23,237246952,False,DEV-0125
PLOT-000246,5135-C,Downtown Dubai,160919,Commercial,Freehold,2018-12-01,2020-09-15,183502037,True,DEV-0059
PLOT-000247,1795-B,Warqa,274355,Mixed,Leasehold,2000-09-02,2020-10-20,51670999,False,DEV-0190
PLOT-000248,4214-C,Palm Jumeirah,442923,Commercial,Government,2011-08-12,2019-12-09,213013458,False,DEV-0065
PLOT-000249,2619-D,Al Twar,201569,Commercial,Freehold,2021-02-15,2017-06-01,176056342,False,DEV-0096
PLOT-000250,9474-C,Muhaisnah,29922,Residential,Freehold,2017-04-15,2024-07-19,414621990,False,DEV-0012
PLOT-000251,6066-C,Dubai Land,20602,Residential,Freehold,2011-03-11,2024-10-04,138535632,True,DEV-0093
PLOT-000252,8772-A,Al Qusais,40656,Commercial,Freehold,2015-09-18,2024-04-03,365286307,False,DEV-0183
PLOT-000253,4129-D,Dubai Land,67900,Mixed,Freehold,2006-01-21,2023-01-25,240876761,True,DEV-0005
PLOT-000254,3267-A,Jebel Ali,368487,Mixed,Government,2015-01-04,2022-12-07,129458756,True,DEV-0147
PLOT-000255,8276-E,JLT,341141,Residential,Freehold,2010-12-07,2023-07-23,469059156,True,DEV-0162
PLOT-000256,4301-D,DIFC,496708,Commercial,Freehold,2019-01-09,2018-03-06,369958712,False,DEV-0180
PLOT-000257,6860-A,Business Bay,21581,Residential,Government,2009-09-13,2015-01-15,213270117,False,DEV-0178
PLOT-000258,1227-A,Nad Al Sheba,481315,Industrial,Leasehold,2012-02-09,2019-10-28,395409996,False,DEV-0063
PLOT-000259,4396-E,Al Quoz,189073,Residential,Government,2021-04-09,2023-01-29,435668253,False,DEV-0027
PLOT-000260,3956-A,Dubai Marina,394823,Residential,Freehold,2011-11-08,2019-07-23,34956638,False,DEV-0054
PLOT-000261,822-D,Dubai Hills Estate,363619,Mixed,Government,2008-11-13,2017-02-17,10149523,True,DEV-0005
PLOT-000262,9397-B,JLT,119539,Mixed,Freehold,2001-05-08,2023-04-05,200370717,True,DEV-0066
PLOT-000263,6116-B,Town Square,30715,Residential,Freehold,2012-11-13,2021-02-02,366996699,False,DEV-0098
PLOT-000264,5169-D,Al Satwa,66038,Residential,Leasehold,2014-01-28,2015-12-13,163300175,False,DEV-0088
PLOT-000265,8186-E,Arabian Ranches,418609,Residential,Leasehold,2006-02-04,2017-09-29,91703757,False,DEV-0172
PLOT-000266,7294-E,JVC,181763,Green,Freehold,2001-05-19,2016-08-07,244050897,True,DEV-0022
PLOT-000267,4546-B,JVC,83071,Commercial,Freehold,2007-01-22,2015-11-29,380852121,False,DEV-0144
PLOT-000268,46-E,Downtown Dubai,254966,Commercial,Freehold,2019-05-13,2024-03-01,347747475,False,DEV-0145
PLOT-000269,333-C,Motor City,341975,Mixed,Freehold,2009-11-30,2021-04-08,24604837,True,DEV-0002
PLOT-000270,557-C,Al Quoz,360405,Residential,Freehold,2007-10-17,2023-06-11,203096096,False,DEV-0079
PLOT-000271,5628-E,Dubai Creek Harbour,186327,Residential,Freehold,2006-12-03,2021-11-16,227159528,True,DEV-0118
PLOT-000272,7824-B,Mirdif,117426,Mixed,Freehold,2020-11-29,2016-02-19,418021438,True,DEV-0129
PLOT-000273,1626-A,DIFC,332789,Commercial,Freehold,2007-02-05,2019-09-10,98874200,False,DEV-0128
PLOT-000274,5374-E,Muhaisnah,138422,Mixed,Freehold,2003-05-08,2015-04-28,422433003,False,DEV-0196
PLOT-000275,9914-E,JVC,8847,Residential,Freehold,2000-01-12,2022-12-23,374489845,False,DEV-0181
PLOT-000276,2045-C,Business Bay,376404,Commercial,Freehold,2014-12-27,2015-04-18,57579223,True,DEV-0172
PLOT-000277,209-B,Sports City,101454,Residential,Leasehold,2017-02-26,2024-01-05,84885818,False,DEV-0060
PLOT-000278,1190-A,Jebel Ali,408868,Residential,Freehold,2008-07-15,2021-07-24,303157286,False,DEV-0151
PLOT-000279,5779-B,Al Quoz,489418,Commercial,Leasehold,2006-09-27,2021-08-24,489855750,True,DEV-0044
PLOT-000280,3994-B,Arabian Ranches,265836,Residential,Leasehold,2013-06-15,2017-03-12,244790495,True,DEV-0008
PLOT-000281,6608-B,Dubailand,265184,Industrial,Leasehold,2023-11-24,2024-02-23,373712513,False,DEV-0030
PLOT-000282,5829-D,JVC,149400,Residential,Freehold,2015-03-01,2023-05-26,439820199,True,DEV-0090
PLOT-000283,7912-A,Nad Al Sheba,261116,Residential,Leasehold,2002-01-25,2021-03-28,144805368,True,DEV-0006
PLOT-000284,9299-D,Dubai Investment Park,208909,Residential,Freehold,2011-02-03,2017-04-08,282066875,True,DEV-0160
PLOT-000285,4958-D,Nad Al Sheba,383131,Industrial,Freehold,2009-04-16,2017-02-03,68425924,True,DEV-0100
PLOT-000286,2197-C,Discovery Gardens,470938,Commercial,Freehold,2000-12-18,2018-06-15,222772634,False,DEV-0084
PLOT-000287,335-E,International City,68077,Residential,Leasehold,2011-06-12,2019-01-08,35927680,False,DEV-0101
PLOT-000288,2530-E,Al Safa,330857,Residential,Freehold,2020-11-10,2021-10-02,279316113,False,DEV-0103
PLOT-000289,5267-D,Al Furjan,192237,Commercial,Leasehold,2004-02-15,2022-10-02,367393765,True,DEV-0069
PLOT-000290,3785-B,Jumeirah,175537,Industrial,Freehold,2020-05-11,2015-01-19,344089088,False,DEV-0066
PLOT-000291,4644-D,Mirdif,426487,Mixed,Freehold,2018-01-25,2021-09-25,122244966,True,DEV-0031
PLOT-000292,2004-A,DIFC,201401,Industrial,Freehold,2021-09-23,2016-02-04,304916346,False,DEV-0044
PLOT-000293,9512-E,International City,325111,Commercial,Leasehold,2000-02-29,2016-10-06,240094874,False,DEV-0144
PLOT-000294,8388-B,Dubai South,465770,Residential,Leasehold,2007-02-05,2017-12-25,389908756,True,DEV-0088
PLOT-000295,2382-D,International City,104025,Commercial,Freehold,2022-10-29,2022-03-25,77449994,True,DEV-0060
PLOT-000296,729-B,Nad Al Sheba,396309,Commercial,Freehold,2013-01-30,2021-09-08,173397498,False,DEV-0101
PLOT-000297,4073-C,Al Quoz,378190,Green,Freehold,2023-07-24,2021-07-09,25988424,False,DEV-0125
PLOT-000298,6436-D,Discovery Gardens,397676,Residential,Freehold,2000-06-16,2020-04-06,49647591,False,DEV-0200
PLOT-000299,4927-B,Bur Dubai,279236,Mixed,Freehold,2017-05-03,2021-01-21,27189163,False,DEV-0127
PLOT-000300,5966-D,Al Quoz,384600,Industrial,Government,2010-04-11,2016-12-20,271390982,True,DEV-0127
PLOT-000301,7791-B,Ras Al Khor,478723,Commercial,Freehold,2007-02-03,2022-02-19,414814324,False,DEV-0155
PLOT-000302,1359-C,Dubai Investment Park,73283,Residential,Freehold,2010-01-01,2017-09-03,66952642,True,DEV-0036
PLOT-000303,2233-D,Dubailand,74744,Industrial,Freehold,2005-05-26,2021-11-26,190577637,False,DEV-0151
PLOT-000304,5778-C,Emaar Beachfront,428507,Residential,Government,2004-07-13,2023-11-04,169322622,True,DEV-0174
PLOT-000305,8675-E,Jumeirah,401117,Industrial,Freehold,2021-12-09,2021-09-25,210304673,False,DEV-0100
PLOT-000306,6074-C,Al Wasl,132735,Commercial,Leasehold,2015-01-10,2017-01-16,280974550,False,DEV-0109
PLOT-000307,1607-B,Dubailand,139425,Green,Government,2000-09-15,2017-10-13,183041434,False,DEV-0157
PLOT-000308,2582-E,Al Mizhar,190426,Commercial,Government,2023-08-06,2017-01-29,232220844,True,DEV-0027
PLOT-000309,2082-B,Muhaisnah,316449,Residential,Government,2017-01-19,2017-06-17,423795774,False,DEV-0068
PLOT-000310,7982-E,Arabian Ranches,85506,Residential,Leasehold,2009-02-20,2022-07-30,173825553,False,DEV-0173
PLOT-000311,5108-B,Dubai Hills Estate,37499,Residential,Leasehold,2001-10-18,2020-10-17,495755283,True,DEV-0018
PLOT-000312,9569-C,Dubai South,194238,Industrial,Leasehold,2011-12-17,2016-05-28,299934114,True,DEV-0154
PLOT-000313,6960-B,Downtown Dubai,86935,Industrial,Leasehold,2017-06-14,2023-12-06,440924316,True,DEV-0177
PLOT-000314,1998-E,Dubailand,31467,Mixed,Government,2002-05-14,2015-04-18,357701034,False,DEV-0145
PLOT-000315,300-B,Nad Al Sheba,153151,Green,Freehold,2000-05-14,2021-02-18,67818419,False,DEV-0064
PLOT-000316,5464-C,Al Mizhar,120842,Industrial,Freehold,2002-09-23,2021-06-15,300925945,False,DEV-0043
PLOT-000317,3884-E,Deira,52602,Mixed,Leasehold,2000-04-21,2016-07-19,31938333,False,DEV-0176
PLOT-000318,4727-E,Bur Dubai,67174,Commercial,Freehold,2004-07-20,2020-05-12,92854694,True,DEV-0183
PLOT-000319,5752-C,Umm Suqeim,326242,Residential,Freehold,2007-08-07,2019-12-13,51314412,False,DEV-0004
PLOT-000320,4846-B,DIFC,334819,Commercial,Leasehold,2004-01-06,2017-09-15,91791303,True,DEV-0069
PLOT-000321,4377-D,Dubai Hills Estate,297393,Mixed,Government,2013-02-23,2024-02-05,304552545,False,DEV-0161
PLOT-000322,8877-B,Al Mizhar,302237,Green,Freehold,2013-04-03,2016-01-06,164139167,False,DEV-0145
PLOT-000323,1306-C,Dubai South,419604,Residential,Freehold,2017-01-04,2017-11-01,19667493,True,DEV-0199
PLOT-000324,3466-E,Downtown Dubai,311289,Residential,Government,2011-01-26,2018-02-22,93638708,True,DEV-0162
PLOT-000325,3221-E,Dubailand,64734,Residential,Government,2013-03-12,2022-04-03,327766401,True,DEV-0031
PLOT-000326,6179-C,Jebel Ali,324125,Residential,Leasehold,2002-11-12,2018-03-07,232603566,True,DEV-0170
PLOT-000327,1345-A,Dubai Creek Harbour,100420,Residential,Leasehold,2004-08-09,2019-02-20,290543624,True,DEV-0093
PLOT-000328,4616-B,Warqa,123347,Residential,Leasehold,2019-05-10,2023-08-04,69168764,False,DEV-0182
PLOT-000329,1749-D,Al Safa,410092,Mixed,Government,2020-08-04,2023-08-17,329791415,False,DEV-0135
PLOT-000330,3301-D,Al Karama,442836,Residential,Government,2011-02-11,2019-01-28,225689824,True,DEV-0173
PLOT-000331,5216-B,Umm Suqeim,420287,Residential,Freehold,2011-07-04,2024-11-16,291050972,True,DEV-0029
PLOT-000332,3734-D,Al Satwa,396397,Commercial,Freehold,2018-06-01,2018-04-05,446531491,False,DEV-0030
PLOT-000333,3808-A,Dubai Land,225296,Mixed,Leasehold,2023-05-25,2017-05-18,264213402,False,DEV-0089
PLOT-000334,788-E,Dubai Hills Estate,211692,Residential,Leasehold,2002-10-14,2020-12-06,416888147,False,DEV-0195
PLOT-000335,8371-B,Muhaisnah,110488,Mixed,Freehold,2008-12-25,2015-11-09,369096127,False,DEV-0005
PLOT-000336,9294-B,Al Safa,481098,Residential,Leasehold,2008-11-28,2015-01-04,130662755,False,DEV-0108
PLOT-000337,8198-B,Palm Jumeirah,79106,Industrial,Leasehold,2012-05-21,2022-06-10,422426547,False,DEV-0158
PLOT-000338,8280-E,Dubai Marina,9548,Industrial,Leasehold,2012-02-02,2015-05-28,497004937,False,DEV-0074
PLOT-000339,2812-C,Jumeirah,43313,Residential,Leasehold,2020-06-27,2021-02-13,326790235,False,DEV-0170
PLOT-000340,2786-C,Al Satwa,259345,Residential,Leasehold,2005-02-08,2024-03-24,454840919,False,DEV-0199
PLOT-000341,5205-B,Downtown Dubai,252044,Mixed,Freehold,2010-05-19,2019-09-27,147395566,True,DEV-0146
PLOT-000342,2108-A,Mirdif,31619,Residential,Freehold,2001-12-16,2016-02-29,12459428,True,DEV-0115
PLOT-000343,5101-D,Emaar Beachfront,471737,Mixed,Freehold,2012-04-17,2018-04-25,51687878,False,DEV-0197
PLOT-000344,1273-E,Sports City,427569,Residential,Freehold,2010-09-06,2019-12-25,250034666,True,DEV-0079
PLOT-000345,6622-C,Al Quoz,108460,Commercial,Freehold,2011-03-02,2017-06-17,341743994,True,DEV-0052
PLOT-000346,5014-D,Nad Al Sheba,243348,Green,Government,2003-09-29,2019-01-04,185181396,True,DEV-0173
PLOT-000347,5368-B,Dubai Marina,460983,Residential,Freehold,2006-06-19,2020-12-31,211872835,True,DEV-0191
PLOT-000348,7137-C,Dubai Marina,61841,Mixed,Freehold,2006-05-06,2019-04-17,437067867,False,DEV-0072
PLOT-000349,9714-C,Al Barsha,428922,Mixed,Leasehold,2013-02-10,2015-10-24,284799940,False,DEV-0002
PLOT-000350,5464-B,Al Furjan,237700,Residential,Leasehold,2010-03-09,2017-09-25,49372672,False,DEV-0179
PLOT-000351,9244-D,Al Wasl,240563,Mixed,Freehold,2017-11-13,2023-08-01,475936144,False,DEV-0018
PLOT-000352,330-C,Al Mizhar,292713,Residential,Leasehold,2021-08-22,2018-12-08,235824208,True,DEV-0137
PLOT-000353,8925-A,Al Safa,192304,Commercial,Government,2000-10-23,2019-08-25,150027730,False,DEV-0024
PLOT-000354,3225-A,Al Safa,243336,Commercial,Freehold,2012-04-24,2022-02-02,34921160,True,DEV-0105
PLOT-000355,8533-C,Al Furjan,206139,Mixed,Freehold,2008-11-07,2016-07-12,128710097,False,DEV-0177
PLOT-000356,5066-B,Ras Al Khor,166939,Mixed,Leasehold,2015-02-22,2015-02-05,87188573,False,DEV-0134
PLOT-000357,4578-D,Al Twar,469061,Residential,Leasehold,2013-08-18,2022-04-08,5663301,False,DEV-0183
PLOT-000358,5056-D,Sports City,488373,Residential,Freehold,2008-02-22,2021-04-10,396693057,False,DEV-0149
PLOT-000359,3940-A,Deira,208017,Green,Leasehold,2015-07-11,2020-11-23,485207740,False,DEV-0128
PLOT-000360,2023-E,Al Karama,274334,Residential,Government,2006-02-22,2022-05-18,42864298,False,DEV-0144
PLOT-000361,6277-E,Umm Suqeim,480573,Residential,Freehold,2007-09-10,2016-10-26,343018586,True,DEV-0190
PLOT-000362,5278-D,Motor City,172000,Mixed,Leasehold,2013-09-04,2018-03-03,471102043,True,DEV-0017
PLOT-000363,9021-D,Dubai Hills Estate,484062,Residential,Freehold,2002-01-30,2016-05-27,41448266,False,DEV-0074
PLOT-000364,8444-D,Jebel Ali,25933,Residential,Leasehold,2014-11-26,2018-11-21,267878760,False,DEV-0002
PLOT-000365,1873-E,Al Qusais,252856,Commercial,Freehold,2012-08-09,2019-06-13,165131405,False,DEV-0096
PLOT-000366,898-C,Emaar Beachfront,445245,Commercial,Freehold,2016-11-01,2015-10-15,469113445,False,DEV-0113
PLOT-000367,156-C,Jumeirah,437653,Commercial,Freehold,2019-10-20,2018-12-09,90353635,True,DEV-0197
PLOT-000368,5886-B,Dubai Hills Estate,302060,Commercial,Freehold,2016-03-10,2016-07-30,132563426,False,DEV-0059
PLOT-000369,7133-C,Dubai Creek Harbour,159120,Residential,Freehold,2003-03-18,2018-10-01,324839008,True,DEV-0116
PLOT-000370,742-C,Downtown Dubai,427310,Industrial,Freehold,2006-02-27,2018-08-13,67697048,False,DEV-0019
PLOT-000371,1097-E,Al Barsha,403166,Industrial,Freehold,2012-02-26,2019-06-18,283645868,True,DEV-0094
PLOT-000372,9902-C,Mirdif,75194,Residential,Leasehold,2023-04-21,2017-08-17,1910250,False,DEV-0169
PLOT-000373,93-B,Emaar Beachfront,291854,Commercial,Leasehold,2022-06-04,2021-09-09,316863596,True,DEV-0191
PLOT-000374,9545-C,Al Wasl,303226,Commercial,Leasehold,2021-03-03,2021-01-10,290067447,False,DEV-0130
PLOT-000375,1164-D,Arabian Ranches,13137,Industrial,Freehold,2014-04-20,2023-01-30,205158268,False,DEV-0162
PLOT-000376,6163-E,Jebel Ali,342512,Mixed,Government,2007-04-20,2020-09-04,386748488,False,DEV-0001
PLOT-000377,1593-A,International City,170221,Residential,Freehold,2008-12-18,2024-03-31,163358307,False,DEV-0118
PLOT-000378,3136-B,Dubai South,295395,Residential,Freehold,2022-09-08,2017-03-06,167405974,True,DEV-0105
PLOT-000379,5512-B,Dubai Marina,394829,Residential,Freehold,2023-08-14,2022-01-29,17425148,True,DEV-0185
PLOT-000380,6800-E,Al Barsha,291511,Commercial,Freehold,2020-03-11,2023-05-05,116447951,True,DEV-0030
PLOT-000381,5973-C,Business Bay,458926,Residential,Leasehold,2006-11-20,2016-05-06,244667198,True,DEV-0002
PLOT-000382,186-A,Al Barsha,446998,Commercial,Leasehold,2010-04-20,2018-03-22,377720862,False,DEV-0063
PLOT-000383,9228-E,Mirdif,428666,Commercial,Leasehold,2013-05-30,2023-05-15,116202931,False,DEV-0092
PLOT-000384,2418-E,Town Square,464434,Residential,Freehold,2005-11-02,2019-12-03,292767035,False,DEV-0119
PLOT-000385,3246-C,Al Satwa,397576,Commercial,Freehold,2005-09-22,2022-10-06,440097748,False,DEV-0146
PLOT-000386,344-A,Al Wasl,471079,Green,Leasehold,2007-10-06,2015-06-01,453923457,False,DEV-0198
PLOT-000387,4231-D,Arabian Ranches,103233,Green,Leasehold,2023-01-13,2019-04-14,271820512,True,DEV-0170
PLOT-000388,1337-C,Arabian Ranches,499072,Industrial,Freehold,2019-04-17,2022-11-28,182410957,True,DEV-0026
PLOT-000389,7131-B,Palm Jumeirah,185347,Residential,Freehold,2011-01-24,2019-11-30,6450167,False,DEV-0044
PLOT-000390,974-D,JLT,33510,Commercial,Freehold,2005-09-08,2019-06-27,395374407,False,DEV-0074
PLOT-000391,5875-E,Business Bay,242732,Residential,Freehold,2007-01-03,2023-12-12,75479408,False,DEV-0005
PLOT-000392,7449-C,Town Square,219996,Residential,Freehold,2018-06-20,2019-12-24,220688369,False,DEV-0009
PLOT-000393,7559-D,Al Wasl,473372,Industrial,Freehold,2011-12-06,2019-08-13,397369526,False,DEV-0168
PLOT-000394,1882-A,Motor City,241810,Residential,Freehold,2020-11-14,2024-09-21,329178248,False,DEV-0148
PLOT-000395,1327-C,JVC,448441,Residential,Freehold,2005-02-02,2021-01-20,18246576,True,DEV-0068
PLOT-000396,5742-A,Al Quoz,51380,Residential,Leasehold,2019-08-30,2016-08-14,228703917,True,DEV-0147
PLOT-000397,5770-C,Discovery Gardens,305819,Mixed,Leasehold,2017-08-02,2024-06-27,37138427,False,DEV-0168
PLOT-000398,2032-E,Deira,39198,Mixed,Government,2012-12-07,2017-01-05,475740926,False,DEV-0126
PLOT-000399,296-A,Warqa,337741,Green,Leasehold,2016-03-31,2021-11-03,244863678,False,DEV-0152
PLOT-000400,5879-C,Dubai Investment Park,217433,Residential,Leasehold,2010-09-11,2020-07-05,136977016,True,DEV-0186
PLOT-000401,7435-D,Dubai Land,314356,Commercial,Freehold,2016-12-03,2024-10-29,152521239,False,DEV-0165
PLOT-000402,214-D,Mirdif,186980,Industrial,Leasehold,2019-04-16,2024-03-27,150846684,False,DEV-0102
PLOT-000403,9367-A,Dubai Hills Estate,259536,Commercial,Freehold,2022-08-03,2022-12-11,303602148,False,DEV-0166
PLOT-000404,6784-B,Dubailand,130997,Residential,Freehold,2012-01-11,2024-08-02,70209830,False,DEV-0037
PLOT-000405,461-C,Al Furjan,41318,Mixed,Freehold,2003-11-17,2017-06-17,442092675,False,DEV-0062
PLOT-000406,9968-B,Emaar Beachfront,148074,Commercial,Freehold,2005-02-19,2020-03-06,342301868,False,DEV-0056
PLOT-000407,888-B,Jumeirah,287698,Mixed,Leasehold,2017-01-13,2015-12-14,157201685,True,DEV-0029
PLOT-000408,6970-D,Al Mizhar,339879,Residential,Leasehold,2013-01-07,2016-10-29,331148044,True,DEV-0123
PLOT-000409,5788-A,Ras Al Khor,451595,Residential,Leasehold,2005-10-12,2019-07-10,68688535,False,DEV-0091
PLOT-000410,2129-D,Al Mizhar,208556,Green,Freehold,2021-06-19,2019-07-17,209990993,False,DEV-0006
PLOT-000411,531-A,Business Bay,168675,Commercial,Freehold,2021-12-11,2021-04-09,35807396,True,DEV-0070
PLOT-000412,898-D,Al Quoz,463262,Industrial,Leasehold,2010-10-01,2017-02-01,61054269,False,DEV-0157
PLOT-000413,7687-A,DIFC,474966,Industrial,Freehold,2023-11-29,2021-12-22,197666832,True,DEV-0002
PLOT-000414,3921-A,Al Barsha,254932,Residential,Government,2009-04-10,2020-12-26,84447993,False,DEV-0147
PLOT-000415,6192-A,Al Qusais,383250,Mixed,Government,2012-03-20,2024-06-12,224759674,False,DEV-0104
PLOT-000416,1844-B,Warqa,110623,Residential,Government,2006-07-11,2022-08-11,172754475,True,DEV-0103
PLOT-000417,515-B,Ras Al Khor,174141,Residential,Leasehold,2002-01-11,2018-05-01,19507162,True,DEV-0110
PLOT-000418,8123-E,International City,44081,Commercial,Government,2004-12-12,2019-05-04,291856993,True,DEV-0071
PLOT-000419,8996-D,Al Karama,173362,Industrial,Freehold,2003-10-07,2017-11-06,385520229,False,DEV-0193
PLOT-000420,3991-E,Bur Dubai,400550,Commercial,Freehold,2018-07-05,2017-11-28,448390852,True,DEV-0047
PLOT-000421,3809-A,Al Safa,176877,Green,Government,2006-01-28,2024-12-28,379597919,False,DEV-0131
PLOT-000422,6933-E,Dubai Land,48456,Residential,Leasehold,2006-01-06,2023-10-20,388854388,True,DEV-0168
PLOT-000423,6625-C,Jebel Ali,323441,Mixed,Leasehold,2014-04-08,2020-04-16,455293493,False,DEV-0087
PLOT-000424,3959-B,Al Safa,359137,Commercial,Freehold,2019-07-24,2019-08-25,371283066,False,DEV-0031
PLOT-000425,3536-B,Dubai Creek Harbour,200112,Commercial,Government,2020-02-06,2018-09-14,381712143,True,DEV-0072
PLOT-000426,7601-E,DIFC,237547,Residential,Leasehold,2011-07-26,2018-11-05,332782406,True,DEV-0115
PLOT-000427,8594-C,Nad Al Sheba,488316,Commercial,Government,2005-04-28,2018-07-01,260425381,False,DEV-0143
PLOT-000428,74-D,Warqa,484006,Residential,Freehold,2008-07-28,2018-09-11,161508212,True,DEV-0110
PLOT-000429,1436-B,Umm Suqeim,273480,Residential,Leasehold,2012-12-12,2017-11-22,129176894,False,DEV-0059
PLOT-000430,2976-C,Al Satwa,221909,Commercial,Leasehold,2007-02-18,2024-08-08,230839508,False,DEV-0111
PLOT-000431,8315-B,Al Safa,420918,Mixed,Leasehold,2010-07-05,2016-02-18,239877893,False,DEV-0022
PLOT-000432,3320-E,Deira,102871,Residential,Leasehold,2014-04-09,2020-03-25,213024216,False,DEV-0177
PLOT-000433,9282-B,Sports City,408853,Residential,Freehold,2011-08-05,2024-06-09,352435413,False,DEV-0188
PLOT-000434,5016-E,Al Quoz,256754,Commercial,Leasehold,2011-08-10,2024-12-16,459995748,True,DEV-0150
PLOT-000435,8468-D,Al Qusais,298217,Industrial,Leasehold,2007-08-13,2022-10-17,485120234,False,DEV-0115
PLOT-000436,3913-D,Bur Dubai,193316,Commercial,Freehold,2010-08-23,2015-05-19,354376461,False,DEV-0022
