project_id,project_name,developer,area,project_type,total_units,sold_units,sold_percentage,launch_year,completion_year,status,avg_price_per_sqft_aed,min_price_aed,max_price_aed,floors,has_amenities,is_freehold
PRJ-00187,Business Residences 3,Deyaar Development,Business Bay,Residential,627,579,92.5,2010,,Off-Plan,2953,1199504,18617077,48,False,True
PRJ-00188,Danube DIFC Tower 2,Danube Properties,DIFC,Residential,1527,856,56.1,2024,,Under Construction,2279,1336166,14785306,72,True,True
PRJ-00189,Al Residences 17,Sobha Realty,Al Karama,Residential,923,294,31.9,2007,,Off-Plan,2269,1499822,10867447,32,True,True
PRJ-00190,Ellington Downtown Tower 6,Ellington Properties,Downtown Dubai,Commercial,1620,1481,91.5,2018,2020.0,Completed,3575,618044,13033387,78,True,True
PRJ-00191,JLT Residences 1,Omniyat,JLT,Residential,662,500,75.6,2013,,Off-Plan,1966,1269387,13234736,65,True,False
PRJ-00192,Mirdif Residences 19,Azizi Developments,Mirdif,Mixed Use,574,401,70.0,2011,,Off-Plan,3882,844996,22683882,61,True,True
PRJ-00193,Dubai Mirdif Tower 7,Dubai Properties,Mirdif,Commercial,1905,1768,92.8,2020,2023.0,Completed,4387,1206374,12071629,70,True,False
PRJ-00194,Al Residences 1,Aldar,Al Karama,Residential,1439,1115,77.5,2023,2026.0,Completed,2915,1487528,14302922,38,False,True
PRJ-00195,Town Residences 14,Emaar Properties,Town Square,Mixed Use,1140,1090,95.7,2013,2018.0,Completed,3217,852149,20237215,32,True,True
PRJ-00196,Danube Emaar Tower 3,Danube Properties,Emaar Beachfront,Residential,1628,1116,68.6,2016,2021.0,Completed,2035,613127,12971609,33,True,True
PRJ-00197,Al Residences 14,Deyaar Development,Al Quoz,Residential,733,564,77.0,2017,,Under Construction,2357,1373041,23696100,27,False,False
PRJ-00198,Town Residences 15,Azizi Developments,Town Square,Mixed Use,493,391,79.4,2022,,Off-Plan,1715,1006160,9759864,60,True,True
PRJ-00199,JLT Residences 13,Reportage,JLT,Mixed Use,267,93,34.9,2016,,Off-Plan,1819,1093169,6022258,44,True,False
PRJ-00200,Business Residences 15,Omniyat,Business Bay,Residential,761,591,77.8,2012,,Under Construction,1424,917960,9949400,66,True,True
PRJ-00201,Sports Residences 20,Binghatti,Sports City,Residential,469,301,64.3,2006,,Under Construction,932,341795,14500149,56,True,False
PRJ-00202,Sobha Dubai Tower 3,Sobha Realty,Dubai Marina,Residential,1049,505,48.2,2024,,Off-Plan,2524,1472178,7040475,33,False,True
PRJ-00203,Reportage Al Tower 1,Reportage,Al Qusais,Residential,565,430,76.2,2005,,Under Construction,3359,604854,18852208,66,True,False
PRJ-00204,MAG Al Tower 4,MAG Property Development,Al Satwa,Residential,1957,1664,85.1,2014,2019.0,Completed,3374,1232676,21464496,12,True,True
PRJ-00205,Motor Residences 16,Ellington Properties,Motor City,Residential,1370,1199,87.5,2020,,Off-Plan,4081,1413704,12546400,56,True,True
PRJ-00206,Mirdif Residences 10,Deyaar Development,Mirdif,Commercial,328,181,55.3,2017,,Under Construction,3235,538167,4042281,67,True,True
PRJ-00207,Palm Residences 16,Meraas,Palm Jumeirah,Mixed Use,376,223,59.6,2006,,Under Construction,2134,937457,21398400,74,True,False
PRJ-00208,Motor Residences 18,Binghatti,Motor City,Commercial,1174,811,69.1,2013,2015.0,Completed,1182,1389059,16610355,17,True,True
PRJ-00209,Bur Residences 6,Tiger Properties,Bur Dubai,Residential,737,501,68.0,2018,2020.0,Completed,2716,1395006,19895179,75,False,False
PRJ-00210,Omniyat Ras Tower 5,Omniyat,Ras Al Khor,Mixed Use,268,162,60.6,2021,2023.0,Completed,3653,1218020,8982178,60,False,True
PRJ-00211,Bur Residences 13,DAMAC Properties,Bur Dubai,Hospitality,1215,631,52.0,2006,,Off-Plan,3527,1228260,12008189,41,True,True
PRJ-00212,Reportage Dubai Tower 6,Reportage,Dubai Marina,Residential,1403,1114,79.5,2021,2025.0,Completed,4312,1157348,23008651,23,True,True
PRJ-00213,Aldar JVC Tower 5,Aldar,JVC,Mixed Use,389,342,87.9,2018,,Under Construction,3014,457169,24321354,50,False,True
PRJ-00214,Palm Residences 8,Sobha Realty,Palm Jumeirah,Hospitality,1157,965,83.5,2005,2009.0,Completed,3091,1329075,22461301,43,True,True
PRJ-00215,Mirdif Residences 15,MAG Property Development,Mirdif,Residential,622,521,83.9,2009,2014.0,Completed,1185,691532,8327047,51,True,True
PRJ-00216,Al Residences 19,Binghatti,Al Barsha,Mixed Use,1336,1206,90.3,2018,2021.0,Completed,4145,518508,6206868,36,True,True
PRJ-00217,Arada Emaar Tower 1,Arada,Emaar Beachfront,Residential,344,247,71.9,2007,,Under Construction,3863,1209122,9360482,58,True,False
PRJ-00218,Aldar JLT Tower 1,Aldar,JLT,Residential,1257,364,29.0,2024,,Under Construction,1991,843094,4590493,52,True,True
PRJ-00219,Meraas Business Tower 9,Meraas,Business Bay,Commercial,50,29,59.0,2012,,Under Construction,1382,848141,14229461,25,True,False
PRJ-00220,Downtown Residences 19,Emaar Properties,Downtown Dubai,Mixed Use,1472,798,54.2,2012,,Off-Plan,4413,1229693,2849443,35,True,True
PRJ-00221,Arabian Residences 19,Sobha Realty,Arabian Ranches,Residential,1149,829,72.2,2005,2007.0,Completed,3815,1221483,11190804,17,False,True
PRJ-00222,Omniyat Palm Tower 4,Omniyat,Palm Jumeirah,Mixed Use,891,575,64.6,2010,,Off-Plan,2836,803650,13463952,35,True,True
PRJ-00223,DAMAC Motor Tower 1,DAMAC Properties,Motor City,Residential,632,153,24.3,2009,,Under Construction,4225,847328,6589339,68,False,True
PRJ-00224,Ellington Dubai Tower 2,Ellington Properties,Dubai Creek Harbour,Residential,1848,443,24.0,2022,,Under Construction,1425,1193522,23094024,39,True,True
PRJ-00225,Bur Residences 6,MAG Property Development,Bur Dubai,Mixed Use,767,607,79.2,2021,2025.0,Completed,4437,1276115,17854417,79,True,True
PRJ-00226,Umm Residences 8,Emaar Properties,Umm Suqeim,Residential,1668,1614,96.8,2012,2016.0,Completed,2490,1129508,10335213,19,True,True
PRJ-00227,Al Residences 14,Danube Properties,Al Satwa,Residential,1028,1002,97.5,2009,2011.0,Completed,1178,1015789,7814234,69,False,True
PRJ-00228,Tiger JVC Tower 6,Tiger Properties,JVC,Residential,1952,1503,77.0,2017,2019.0,Completed,3798,1182236,2933404,54,False,True
PRJ-00229,Al Residences 18,Sobha Realty,Al Qusais,Residential,766,750,98.0,2016,2019.0,Completed,4459,898163,12604207,13,True,True
PRJ-00230,Select Dubai Tower 6,Select Group,Dubai Creek Harbour,Residential,1392,910,65.4,2021,2025.0,Completed,2938,1304767,8941463,38,False,True
PRJ-00231,Ras Residences 12,Tiger Properties,Ras Al Khor,Commercial,361,293,81.2,2006,,Off-Plan,1887,975708,21489692,62,True,True
PRJ-00232,Danube Al Tower 9,Danube Properties,Al Barsha,Residential,640,456,71.3,2015,2017.0,Completed,3337,1002769,2534479,51,False,False
PRJ-00233,Ellington Al Tower 1,Ellington Properties,Al Qusais,Hospitality,115,100,87.2,2020,2023.0,Completed,2206,689158,16511432,16,True,True
PRJ-00234,Azizi Umm Tower 9,Azizi Developments,Umm Suqeim,Commercial,478,345,72.3,2013,,Under Construction,3557,658448,16276656,59,True,True
PRJ-00235,DAMAC Palm Tower 7,DAMAC Properties,Palm Jumeirah,Residential,923,912,98.9,2013,2018.0,Completed,3846,675298,19146606,9,False,True
PRJ-00236,Al Residences 9,Arada,Al Wasl,Residential,1694,1534,90.6,2006,2008.0,Completed,1869,1466760,15113645,25,True,True
PRJ-00237,Danube Arabian Tower 5,Danube Properties,Arabian Ranches,Residential,1252,1147,91.6,2011,2015.0,Completed,4085,354696,11173138,77,True,True
PRJ-00238,Reportage Discovery Tower 3,Reportage,Discovery Gardens,Residential,1904,1750,92.0,2005,,Under Construction,3193,566499,5326013,41,False,True
PRJ-00239,Arada Motor Tower 7,Arada,Motor City,Mixed Use,1768,1664,94.1,2012,2016.0,Completed,1418,978396,22232226,18,True,True
PRJ-00240,Emaar Residences 17,Danube Properties,Emaar Beachfront,Residential,1104,708,64.2,2017,2020.0,Completed,2197,1185492,20582958,47,False,False
PRJ-00241,Azizi Mirdif Tower 5,Azizi Developments,Mirdif,Mixed Use,1312,861,65.7,2014,,Off-Plan,1706,1163137,23896041,5,True,False
PRJ-00242,Umm Residences 5,Tiger Properties,Umm Suqeim,Commercial,1179,719,61.0,2023,2025.0,Completed,1223,562160,19677462,5,False,True
PRJ-00243,Palm Residences 19,Emaar Properties,Palm Jumeirah,Mixed Use,1826,1407,77.1,2007,2011.0,Completed,1810,1007555,22461294,30,True,True
PRJ-00244,Nakheel Jumeirah Tower 8,Nakheel,Jumeirah,Residential,284,213,75.1,2020,2023.0,Completed,2581,839293,13842201,69,True,True
PRJ-00245,Nakheel DIFC Tower 4,Nakheel,DIFC,Commercial,385,281,73.0,2007,,Under Construction,2468,986680,10402274,10,True,True
PRJ-00246,Jumeirah Residences 18,MAG Property Development,Jumeirah,Residential,245,150,61.4,2012,2014.0,Completed,849,1498478,7256820,80,True,True
PRJ-00247,Omniyat Emaar Tower 7,Omniyat,Emaar Beachfront,Hospitality,1515,1301,85.9,2012,,Under Construction,1687,1106970,4143331,65,False,True
PRJ-00248,Nad Residences 11,Tiger Properties,Nad Al Sheba,Residential,1871,1093,58.4,2024,,Stalled,1363,1441922,10735473,16,True,True
PRJ-00249,Emaar Business Tower 7,Emaar Properties,Business Bay,Residential,551,494,89.8,2012,2015.0,Completed,2216,526658,12003975,72,True,True
PRJ-00250,Danube Mirdif Tower 4,Danube Properties,Mirdif,Hospitality,1166,738,63.3,2010,,Off-Plan,1727,982401,22027892,44,True,False
PRJ-00251,Meraas Business Tower 6,Meraas,Business Bay,Mixed Use,985,509,51.7,2024,,Under Construction,2834,1400108,22993230,78,True,False
PRJ-00252,Umm Residences 13,Aldar,Umm Suqeim,Residential,1934,550,28.5,2010,,Under Construction,2503,1064137,5919738,31,True,True
PRJ-00253,Ras Residences 5,Dubai Properties,Ras Al Khor,Residential,87,56,64.7,2006,,Under Construction,2855,388337,5511682,10,True,True
PRJ-00254,Nakheel Sports Tower 4,Nakheel,Sports City,Mixed Use,669,435,65.2,2012,2015.0,Completed,2126,550963,11107888,39,True,True
PRJ-00255,Downtown Residences 14,Select Group,Downtown Dubai,Hospitality,1007,940,93.4,2012,2014.0,Completed,3909,336425,5972261,62,True,True
PRJ-00256,Meraas Al Tower 7,Meraas,Al Qusais,Mixed Use,625,539,86.4,2014,2018.0,Completed,4434,1090455,20481431,63,True,True
PRJ-00257,Meraas Emaar Tower 4,Meraas,Emaar Beachfront,Residential,1454,884,60.8,2019,2023.0,Completed,2576,1363557,10558613,32,True,False
PRJ-00258,Azizi Al Tower 7,Azizi Developments,Al Qusais,Residential,1020,639,62.7,2019,,Off-Plan,1062,1146258,7192711,39,False,True
PRJ-00259,Nakheel DIFC Tower 5,Nakheel,DIFC,Residential,390,333,85.5,2022,2025.0,Completed,3858,457638,17938259,37,False,False
PRJ-00260,Aldar Emaar Tower 4,Aldar,Emaar Beachfront,Residential,498,297,59.8,2011,,Under Construction,1621,977282,15262798,53,True,True
PRJ-00261,Sports Residences 4,Reportage,Sports City,Residential,627,607,97.0,2009,2012.0,Completed,1024,1133546,19125701,75,True,False
PRJ-00262,JLT Residences 20,Azizi Developments,JLT,Residential,214,87,40.9,2016,,Under Construction,1052,579578,24061691,43,True,False
PRJ-00263,JVC Residences 12,Azizi Developments,JVC,Mixed Use,398,258,64.9,2019,,Off-Plan,1699,1249626,6891385,31,False,True
PRJ-00264,Al Residences 10,Aldar,Al Qusais,Mixed Use,1475,1042,70.7,2017,,Under Construction,2202,656227,23143991,71,True,True
PRJ-00265,Binghatti Business Tower 5,Binghatti,Business Bay,Residential,1549,1091,70.5,2017,2020.0,Completed,1551,1222813,4239512,32,True,True
PRJ-00266,Sports Residences 7,Reportage,Sports City,Mixed Use,792,552,69.8,2015,2020.0,Completed,1308,977029,8651466,23,True,False
PRJ-00267,Binghatti Al Tower 6,Binghatti,Al Quoz,Residential,812,615,75.8,2005,2008.0,Completed,2965,753206,8247152,17,True,True
PRJ-00268,MAG JVC Tower 2,MAG Property Development,JVC,Mixed Use,93,54,58.8,2011,,Under Construction,4138,514176,18235324,10,True,True
PRJ-00269,Arada Nad Tower 4,Arada,Nad Al Sheba,Residential,1446,1238,85.7,2015,2018.0,Completed,1079,653436,19311113,17,True,True
PRJ-00270,Meraas Nad Tower 1,Meraas,Nad Al Sheba,Mixed Use,1933,1463,75.7,2010,,Under Construction,2546,385705,20312066,14,False,False
PRJ-00271,Emaar Residences 10,Deyaar Development,Emaar Beachfront,Residential,1354,1120,82.8,2017,2019.0,Completed,1739,1380521,8661278,21,True,True
PRJ-00272,Reportage Jumeirah Tower 1,Reportage,Jumeirah,Residential,365,150,41.2,2009,,Under Construction,1810,367962,18553866,22,True,True
PRJ-00273,Jumeirah Residences 7,Seven Tides,Jumeirah,Residential,1493,1438,96.3,2009,2013.0,Completed,1713,671884,12484680,35,True,True
PRJ-00274,Al Residences 8,Arada,Al Quoz,Commercial,655,138,21.1,2015,,Stalled,3994,375237,9129942,9,True,True
PRJ-00275,Arabian Residences 2,Emaar Properties,Arabian Ranches,Residential,467,153,32.9,2021,,Under Construction,1214,1057640,20589827,65,False,True
PRJ-00276,Seven Discovery Tower 8,Seven Tides,Discovery Gardens,Residential,1939,1497,77.2,2010,,Off-Plan,920,1465116,21657154,54,True,True
PRJ-00277,Aldar Mirdif Tower 6,Aldar,Mirdif,Mixed Use,1911,1604,84.0,2024,2026.0,Completed,848,302892,6189644,78,True,True
PRJ-00278,Meraas Nad Tower 5,Meraas,Nad Al Sheba,Hospitality,666,270,40.6,2011,,Off-Plan,1022,718514,4405127,77,True,True
PRJ-00279,Meraas Town Tower 1,Meraas,Town Square,Residential,488,479,98.3,2014,2016.0,Completed,2394,696585,7120755,72,True,True
PRJ-00280,Dubai Residences 1,Binghatti,Dubai Creek Harbour,Mixed Use,325,255,78.5,2008,2012.0,Completed,3049,772483,24851189,50,False,True
PRJ-00281,Ras Residences 10,Seven Tides,Ras Al Khor,Residential,1685,346,20.6,2006,,Off-Plan,2017,979721,22696261,70,True,True
PRJ-00282,Sports Residences 10,Nakheel,Sports City,Commercial,1739,1602,92.1,2013,,Under Construction,2075,1243923,5021854,77,False,True
PRJ-00283,Emaar Residences 2,Danube Properties,Emaar Beachfront,Residential,277,247,89.3,2007,2011.0,Completed,1423,597708,23705945,10,True,True
PRJ-00284,Meraas Al Tower 4,Meraas,Al Satwa,Mixed Use,1447,1072,74.1,2010,,Off-Plan,2856,318758,18757491,62,True,True
PRJ-00285,DAMAC Dubai Tower 9,DAMAC Properties,Dubai Marina,Residential,711,576,81.1,2011,2013.0,Completed,1411,1223912,15324358,24,True,False
PRJ-00286,Reportage JLT Tower 4,Reportage,JLT,Commercial,1277,1204,94.3,2022,,Under Construction,725,441952,2432369,29,False,True
PRJ-00287,Dubai Residences 11,Sobha Realty,Dubai Marina,Commercial,1425,566,39.8,2018,,Stalled,4300,802459,15382165,30,True,False
PRJ-00288,Meraas Al Tower 9,Meraas,Al Karama,Residential,1831,1466,80.1,2020,2025.0,Completed,4237,689605,6159642,6,True,True
PRJ-00289,Danube Jumeirah Tower 9,Danube Properties,Jumeirah,Residential,1984,1388,70.0,2005,2009.0,Completed,2330,768809,21689315,77,False,False
PRJ-00290,Sobha Dubai Tower 1,Sobha Realty,Dubai Marina,Residential,1400,622,44.4,2010,,Under Construction,2331,1396825,20038453,42,True,True
PRJ-00291,Business Residences 2,Emaar Properties,Business Bay,Residential,962,749,77.9,2013,,Under Construction,3668,929568,2743670,48,False,True
PRJ-00292,Deyaar Jumeirah Tower 6,Deyaar Development,Jumeirah,Residential,1832,1271,69.4,2023,2028.0,Completed,3590,655462,9114410,47,True,True
PRJ-00293,Al Residences 18,Meraas,Al Quoz,Hospitality,1712,1402,81.9,2007,2010.0,Completed,3522,621478,21559042,21,True,True
PRJ-00294,Sports Residences 15,Reportage,Sports City,Residential,1028,692,67.3,2008,2012.0,Completed,757,1448298,24533298,27,False,True
PRJ-00295,Al Residences 20,Select Group,Al Quoz,Mixed Use,1349,1248,92.6,2013,,Under Construction,2440,313211,15399119,17,True,True
PRJ-00296,DAMAC Jumeirah Tower 9,DAMAC Properties,Jumeirah,Hospitality,548,398,72.7,2016,,Off-Plan,2142,1359497,13139478,61,True,True
PRJ-00297,Dubai Dubai Tower 2,Dubai Properties,Dubai Marina,Commercial,1905,807,42.4,2015,,Under Construction,3693,340577,10999748,43,False,True
PRJ-00298,Meraas Dubai Tower 4,Meraas,Dubai Creek Harbour,Hospitality,1691,1187,70.2,2021,2026.0,Completed,1230,653642,3072585,5,False,True
PRJ-00299,Tiger Discovery Tower 3,Tiger Properties,Discovery Gardens,Residential,627,213,34.0,2013,,Under Construction,2917,981913,19828391,14,True,True
PRJ-00300,JLT Residences 4,Select Group,JLT,Residential,1324,802,60.6,2005,,Off-Plan,3399,634198,6995399,47,True,True
PRJ-00301,Emaar Residences 8,Nakheel,Emaar Beachfront,Residential,181,168,93.0,2005,,Under Construction,3160,1285781,11539398,9,True,False
PRJ-00302,Meraas JLT Tower 6,Meraas,JLT,Residential,71,43,61.3,2019,2024.0,Completed,2251,1115384,7346656,26,False,True
PRJ-00303,International Residences 16,Deyaar Development,International City,Residential,476,422,88.8,2024,2028.0,Completed,1987,752095,11208244,23,True,True
PRJ-00304,Al Residences 19,Reportage,Al Qusais,Mixed Use,1326,505,38.1,2008,,Under Construction,2107,1246885,17893991,28,True,True
PRJ-00305,Dubai Residences 7,Emaar Properties,Dubai Hills Estate,Commercial,1085,543,50.1,2017,,Under Construction,2078,1064185,4743320,13,False,True
PRJ-00306,Nakheel Motor Tower 6,Nakheel,Motor City,Residential,602,135,22.6,2012,,Under Construction,1473,937027,17093869,67,True,True
PRJ-00307,Azizi Al Tower 8,Azizi Developments,Al Quoz,Residential,315,279,88.8,2010,,Off-Plan,4007,797865,16008180,41,False,True
PRJ-00308,Dubai Residences 4,Ellington Properties,Dubai Marina,Residential,935,753,80.5,2015,2020.0,Completed,3046,1052495,3877746,79,True,True
PRJ-00309,Arada Ras Tower 7,Arada,Ras Al Khor,Residential,799,328,41.1,2015,,Off-Plan,3230,701671,22804629,45,True,True
PRJ-00310,Al Residences 4,Aldar,Al Karama,Residential,1628,584,35.9,2021,,Off-Plan,2707,1356517,15262556,12,False,True
PRJ-00311,Al Residences 5,MAG Property Development,Al Karama,Mixed Use,970,858,88.5,2010,2015.0,Completed,4190,1109785,8141538,29,True,True
PRJ-00312,Al Residences 13,Aldar,Al Qusais,Residential,1153,788,68.4,2012,,Under Construction,4258,444379,15927812,77,False,False
PRJ-00313,Dubai Residences 6,Ellington Properties,Dubai Marina,Residential,424,367,86.8,2023,,Off-Plan,813,824937,15949288,70,True,True
PRJ-00314,Select JVC Tower 8,Select Group,JVC,Residential,556,360,64.8,2015,,Off-Plan,4490,1019544,18480346,52,True,True
PRJ-00315,Tiger Business Tower 1,Tiger Properties,Business Bay,Residential,1992,1553,78.0,2022,2024.0,Completed,915,860273,6451511,8,False,True
PRJ-00316,Binghatti Town Tower 1,Binghatti,Town Square,Residential,609,374,61.5,2017,,Under Construction,2703,515417,16468331,73,True,True
PRJ-00317,JVC Residences 5,Emaar Properties,JVC,Residential,1900,1354,71.3,2024,2029.0,Completed,3306,814650,21529904,67,True,True
PRJ-00318,Tiger Arabian Tower 5,Tiger Properties,Arabian Ranches,Residential,1751,1123,64.2,2006,2008.0,Completed,1488,371195,9512231,78,False,True
PRJ-00319,Emaar Business Tower 7,Emaar Properties,Business Bay,Mixed Use,343,303,88.4,2019,,Under Construction,1892,986787,8565485,55,False,True
PRJ-00320,Sobha Dubai Tower 6,Sobha Realty,Dubai Marina,Residential,1817,1605,88.3,2021,2025.0,Completed,2406,689053,9823333,46,True,True
PRJ-00321,Azizi Al Tower 3,Azizi Developments,Al Satwa,Residential,783,418,53.4,2018,,Under Construction,1432,747983,21230924,64,True,False
PRJ-00322,Meraas Town Tower 7,Meraas,Town Square,Residential,131,85,65.2,2019,2021.0,Completed,1038,972161,17412253,53,True,False
PRJ-00323,Umm Residences 13,Select Group,Umm Suqeim,Residential,1962,1364,69.5,2009,,Off-Plan,4313,1394126,11842445,17,True,True
PRJ-00324,Al Residences 14,Omniyat,Al Quoz,Residential,1198,1162,97.1,2021,2024.0,Completed,3107,599963,11406975,33,False,True
PRJ-00325,Umm Residences 2,Dubai Properties,Umm Suqeim,Residential,1937,1388,71.7,2019,2024.0,Completed,2171,925750,14071265,33,False,True
PRJ-00326,Meraas Nad Tower 9,Meraas,Nad Al Sheba,Residential,601,474,79.0,2009,,Under Construction,1980,644789,9701405,47,False,True
PRJ-00327,Meraas Al Tower 9,Meraas,Al Wasl,Residential,352,290,82.6,2024,2029.0,Completed,1237,920837,3295002,28,False,True
PRJ-00328,Deyaar Jumeirah Tower 2,Deyaar Development,Jumeirah,Residential,110,65,59.7,2016,,Under Construction,2507,1378376,19895781,49,True,True
PRJ-00329,Dubai Dubai Tower 3,Dubai Properties,Dubai Creek Harbour,Residential,1836,1292,70.4,2013,2015.0,Completed,2555,928264,13341715,37,True,True
PRJ-00330,Arada Dubai Tower 4,Arada,Dubai Hills Estate,Residential,855,749,87.7,2005,,Under Construction,2177,472341,8512471,56,True,False
