unit_id,building_id,unit_number,floor,bedrooms,bathrooms,area_sqft,property_type,view,is_furnished,current_status,last_transaction_year,last_sale_price_aed
UNIT-0000266,BLDG-002528,2603,67,3,3,2784,Studio,No Preference,True,Occupied,2024,11535369
UNIT-0000267,BLDG-004814,2612,10,4,4,2601,Apartment,Pool View,True,Occupied,2023,9198087
UNIT-0000268,BLDG-002223,2302,25,2,5,4346,Apartment,City View,True,Occupied,2023,1953561
UNIT-0000269,BLDG-012438,6716,12,1,2,2494,Townhouse,Garden View,False,Occupied,2024,12206379
UNIT-0000270,BLDG-010580,3507,75,1,2,2482,Apartment,City View,False,Occupied,2016,2693407
UNIT-0000271,BLDG-011348,1711,61,1,2,601,Apartment,No Preference,True,Occupied,2020,14616475
UNIT-0000272,BLDG-002941,7904,26,4,5,538,Apartment,No Preference,False,Occupied,2018,9920265
UNIT-0000273,BLDG-014797,3605,61,2,3,2397,Apartment,No Preference,False,Occupied,2021,11652772
UNIT-0000274,BLDG-004833,3017,21,4,3,4809,Apartment,No Preference,False,Occupied,2024,12751548
UNIT-0000275,BLDG-005497,719,74,1,3,1859,Villa,Sea View,True,Occupied,2015,3171984
UNIT-0000276,BLDG-011315,2208,74,3,3,462,Apartment,Sea View,False,Occupied,2024,6506977
UNIT-0000277,BLDG-006039,7415,23,1,2,2197,Apartment,City View,True,Occupied,2021,3058445
UNIT-0000278,BLDG-006661,6506,77,0,1,514,Apartment,Garden View,False,Occupied,2020,6512595
UNIT-0000279,BLDG-007378,6204,78,2,5,511,Apartment,Pool View,False,Occupied,2020,7592083
UNIT-0000280,BLDG-005248,3107,9,1,2,4536,Villa,Sea View,False,Occupied,2023,10468903
UNIT-0000281,BLDG-002474,4708,18,4,2,2562,Penthouse,City View,False,Occupied,2022,5029455
UNIT-0000282,BLDG-006060,1906,80,2,2,1733,Apartment,City View,False,Occupied,2023,863431
UNIT-0000283,BLDG-014271,4018,46,1,2,4130,Apartment,No Preference,False,Occupied,2018,8495249
UNIT-0000284,BLDG-010496,3515,31,2,1,1914,Apartment,Garden View,False,Occupied,2016,9366222
UNIT-0000285,BLDG-005275,4005,32,1,3,4462,Apartment,No Preference,False,Occupied,2023,3386917
UNIT-0000286,BLDG-008505,2316,53,3,2,4546,Apartment,City View,True,Occupied,2023,4886474
UNIT-0000287,BLDG-012257,714,62,3,2,3886,Villa,City View,True,Occupied,2017,3833360
UNIT-0000288,BLDG-013796,6104,32,2,2,1461,Studio,No Preference,True,Occupied,2017,2880984
UNIT-0000289,BLDG-014493,6701,60,4,3,4202,Studio,Garden View,False,Occupied,2022,8066919
UNIT-0000290,BLDG-013093,502,34,3,3,4527,Villa,No Preference,False,Vacant,2022,11102000
UNIT-0000291,BLDG-014481,1320,48,0,3,1837,Apartment,No Preference,False,Occupied,2023,7543817
UNIT-0000292,BLDG-003284,6018,47,1,2,2320,Apartment,Garden View,False,Occupied,2022,12527373
UNIT-0000293,BLDG-011519,1904,67,5,2,987,Apartment,Pool View,False,Occupied,2015,1967696
UNIT-0000294,BLDG-003270,2711,31,3,1,1402,Apartment,Pool View,False,Occupied,2023,9138775
UNIT-0000295,BLDG-003798,4817,73,1,2,4628,Studio,City View,True,Under Renovation,2021,6662642
UNIT-0000296,BLDG-009208,2614,17,1,2,3276,Townhouse,Garden View,True,Vacant,2018,2145649
UNIT-0000297,BLDG-004902,5705,73,2,4,2497,Villa,City View,True,Under Renovation,2021,13861172
UNIT-0000298,BLDG-014066,5206,20,0,3,1497,Apartment,Garden View,False,Vacant,2020,4932606
UNIT-0000299,BLDG-014957,3717,62,2,2,596,Apartment,Sea View,False,Vacant,2016,4781283
UNIT-0000300,BLDG-013988,3601,39,2,4,3568,Apartment,No Preference,False,Vacant,2015,7406345
UNIT-0000301,BLDG-012752,5717,36,5,5,4753,Apartment,Garden View,False,Occupied,2024,9130448
UNIT-0000302,BLDG-000218,209,21,3,3,4978,Apartment,No Preference,True,Occupied,2024,8603704
UNIT-0000303,BLDG-000252,3509,73,4,2,960,Apartment,Garden View,False,Occupied,2018,865916
UNIT-0000304,BLDG-006030,7718,78,2,3,3747,Studio,Garden View,False,Vacant,2019,9265314
UNIT-0000305,BLDG-012243,7911,70,2,3,4240,Townhouse,Sea View,True,Occupied,2018,3819070
UNIT-0000306,BLDG-006013,7909,16,4,2,655,Townhouse,No Preference,True,Vacant,2015,2589467
UNIT-0000307,BLDG-003978,510,18,2,2,1361,Apartment,Garden View,True,Vacant,2019,4328030
UNIT-0000308,BLDG-006204,4707,47,2,5,1211,Villa,Sea View,False,Vacant,2016,6475025
UNIT-0000309,BLDG-006054,7111,9,5,3,4893,Apartment,No Preference,False,Occupied,2019,3915530
UNIT-0000310,BLDG-003790,2415,49,2,2,1572,Studio,City View,True,Occupied,2020,14537409
UNIT-0000311,BLDG-007919,5510,51,5,3,950,Apartment,City View,True,Occupied,2023,12714793
UNIT-0000312,BLDG-007459,7115,57,2,2,1745,Apartment,No Preference,False,Occupied,2020,9935474
UNIT-0000313,BLDG-006415,6711,65,3,1,699,Apartment,Sea View,True,Occupied,2017,5450240
UNIT-0000314,BLDG-006258,5313,58,2,2,4344,Apartment,City View,True,Occupied,2017,8759145
UNIT-0000315,BLDG-012412,7804,11,2,2,4570,Apartment,City View,False,Occupied,2024,4754337
UNIT-0000316,BLDG-001093,2207,9,3,1,4090,Apartment,Pool View,False,Occupied,2018,7571007
UNIT-0000317,BLDG-004496,620,9,2,2,851,Apartment,City View,False,Occupied,2018,6748810
UNIT-0000318,BLDG-008834,7307,47,2,4,1654,Apartment,Garden View,True,Occupied,2021,7030884
UNIT-0000319,BLDG-000738,4615,68,1,4,3985,Apartment,Garden View,True,Under Renovation,2018,13809133
UNIT-0000320,BLDG-013072,5414,32,1,3,494,Apartment,Pool View,False,Occupied,2019,2918905
UNIT-0000321,BLDG-007436,2915,11,3,4,4787,Apartment,No Preference,False,Occupied,2015,3043366
UNIT-0000322,BLDG-012461,5212,21,4,2,3861,Townhouse,No Preference,False,Occupied,2021,7169254
UNIT-0000323,BLDG-002353,1707,45,2,3,4716,Apartment,No Preference,True,Vacant,2019,11670453
UNIT-0000324,BLDG-009149,1216,35,3,2,4618,Apartment,Pool View,False,Occupied,2015,11537046
UNIT-0000325,BLDG-005162,3613,71,3,2,2951,Apartment,No Preference,False,Occupied,2024,12923167
UNIT-0000326,BLDG-012807,1505,51,2,3,2368,Apartment,City View,False,Occupied,2015,12459195
UNIT-0000327,BLDG-009191,4113,7,5,5,1778,Apartment,Pool View,True,Vacant,2022,9234667
UNIT-0000328,BLDG-010456,6120,48,2,1,2831,Penthouse,Garden View,False,Occupied,2018,8860258
UNIT-0000329,BLDG-004809,4510,24,1,2,1957,Townhouse,City View,False,Occupied,2024,5937696
UNIT-0000330,BLDG-013115,602,60,3,2,4482,Apartment,Sea View,True,Vacant,2020,3709636
UNIT-0000331,BLDG-008968,1903,38,3,2,2953,Apartment,City View,False,Vacant,2018,11808096
UNIT-0000332,BLDG-013550,401,8,1,4,4531,Apartment,No Preference,False,Occupied,2019,2318239
UNIT-0000333,BLDG-006206,6915,72,1,2,4420,Apartment,No Preference,True,Occupied,2017,6976229
UNIT-0000334,BLDG-004194,908,8,0,3,1450,Apartment,No Preference,True,Vacant,2020,7211407
UNIT-0000335,BLDG-006074,4611,57,5,2,2666,Villa,Garden View,False,Occupied,2021,3266448
UNIT-0000336,BLDG-008102,6707,52,1,3,4162,Apartment,Sea View,True,Vacant,2020,11008994
UNIT-0000337,BLDG-010498,7812,36,0,5,1555,Apartment,Garden View,True,Vacant,2022,8125444
UNIT-0000338,BLDG-001395,6309,76,2,2,616,Apartment,City View,True,Occupied,2017,13020778
UNIT-0000339,BLDG-004938,3918,11,5,3,3741,Villa,Garden View,True,Occupied,2022,5335103
UNIT-0000340,BLDG-004338,3406,49,4,3,698,Apartment,Garden View,True,Occupied,2022,2434685
UNIT-0000341,BLDG-006415,6014,40,1,2,4836,Penthouse,Sea View,False,Occupied,2018,2559029
UNIT-0000342,BLDG-006599,5209,71,1,2,4021,Townhouse,Sea View,False,Vacant,2020,10047932
UNIT-0000343,BLDG-012093,1220,5,3,3,662,Apartment,Sea View,True,Occupied,2020,8458720
UNIT-0000344,BLDG-014299,311,67,1,1,1830,Apartment,No Preference,True,Vacant,2015,8798688
UNIT-0000345,BLDG-010217,1613,27,2,2,2631,Townhouse,Sea View,True,Vacant,2024,6561057
UNIT-0000346,BLDG-012195,6217,46,3,2,2498,Villa,Sea View,False,Vacant,2024,6974507
UNIT-0000347,BLDG-006477,6510,76,3,3,3436,Apartment,No Preference,False,Occupied,2017,5407556
UNIT-0000348,BLDG-012869,3716,67,1,3,2632,Villa,Pool View,False,Occupied,2021,10326868
UNIT-0000349,BLDG-009921,5317,11,2,2,2987,Villa,Pool View,True,Occupied,2023,1498343
UNIT-0000350,BLDG-012476,2105,5,5,2,1965,Studio,City View,False,Occupied,2024,10784459
UNIT-0000351,BLDG-009845,3006,22,1,2,995,Apartment,City View,True,Vacant,2022,14101307
UNIT-0000352,BLDG-014102,604,15,2,3,3243,Apartment,Pool View,False,Under Renovation,2018,12838986
UNIT-0000353,BLDG-005344,2515,20,3,3,443,Apartment,Garden View,False,Occupied,2022,1956055
UNIT-0000354,BLDG-013195,107,79,3,3,2399,Apartment,Sea View,True,Occupied,2017,11235040
UNIT-0000355,BLDG-014722,605,35,1,2,3468,Apartment,No Preference,True,Vacant,2024,12671894
UNIT-0000356,BLDG-014520,5016,39,1,3,1102,Villa,No Preference,True,Occupied,2022,8886056
UNIT-0000357,BLDG-008361,6610,79,0,2,2937,Penthouse,No Preference,False,Occupied,2019,758898
UNIT-0000358,BLDG-013605,1417,65,2,4,951,Townhouse,City View,True,Occupied,2018,6625592
UNIT-0000359,BLDG-012697,2103,73,0,3,2447,Apartment,Garden View,True,Occupied,2017,14370928
UNIT-0000360,BLDG-005334,1515,77,3,2,3989,Studio,City View,False,Occupied,2020,2665590
UNIT-0000361,BLDG-006204,2407,28,2,2,1246,Apartment,Pool View,True,Occupied,2015,7560007
UNIT-0000362,BLDG-013417,5008,77,3,4,4317,Apartment,No Preference,False,Vacant,2019,7359080
UNIT-0000363,BLDG-008442,3909,13,2,2,4422,Villa,No Preference,False,Vacant,2020,12191357
UNIT-0000364,BLDG-011717,3215,62,1,3,1105,Studio,No Preference,False,Occupied,2020,4629511
UNIT-0000365,BLDG-002063,5113,48,3,2,1259,Apartment,City View,True,Vacant,2023,2100923
UNIT-0000366,BLDG-003788,1102,36,3,5,1098,Villa,No Preference,False,Occupied,2016,12107103
UNIT-0000367,BLDG-007235,7308,20,2,5,4210,Apartment,Sea View,False,Vacant,2023,9801680
UNIT-0000368,BLDG-009547,5202,73,2,3,483,Studio,Garden View,False,Occupied,2022,13401888
UNIT-0000369,BLDG-008612,8011,56,4,3,4386,Villa,No Preference,False,Vacant,2023,6512506
UNIT-0000370,BLDG-003466,1011,61,4,2,669,Apartment,Pool View,False,Occupied,2022,3544919
UNIT-0000371,BLDG-001104,4311,45,2,3,4743,Apartment,Sea View,True,Vacant,2020,14296927
UNIT-0000372,BLDG-013674,5718,2,2,2,1354,Villa,City View,False,Occupied,2016,12819652
UNIT-0000373,BLDG-010289,7607,76,2,3,4320,Villa,City View,False,Occupied,2024,13266904
UNIT-0000374,BLDG-003447,6306,15,2,2,3254,Apartment,City View,False,Vacant,2023,12554060
UNIT-0000375,BLDG-009838,6907,46,1,4,497,Apartment,City View,True,Occupied,2015,308980
UNIT-0000376,BLDG-000227,7508,41,3,2,2606,Apartment,City View,True,Vacant,2024,11284655
UNIT-0000377,BLDG-004824,7604,55,3,3,1485,Townhouse,City View,True,Vacant,2022,1679758
UNIT-0000378,BLDG-010712,2701,10,3,2,1980,Apartment,Garden View,False,Occupied,2022,12327477
UNIT-0000379,BLDG-014771,4802,12,2,1,4243,Apartment,No Preference,False,Occupied,2021,7104886
UNIT-0000380,BLDG-011626,6717,59,3,2,4787,Apartment,Garden View,True,Occupied,2019,9320123
UNIT-0000381,BLDG-014220,7215,29,2,2,4994,Villa,Sea View,True,Occupied,2016,549387
UNIT-0000382,BLDG-006392,7919,66,2,3,3000,Apartment,No Preference,False,Occupied,2020,1863200
UNIT-0000383,BLDG-001904,1109,60,4,3,4043,Villa,City View,True,Occupied,2024,8248460
UNIT-0000384,BLDG-005725,7702,9,3,2,4417,Apartment,Sea View,False,Occupied,2019,5559747
UNIT-0000385,BLDG-007780,3111,59,4,3,4854,Townhouse,Pool View,False,Occupied,2024,10688239
UNIT-0000386,BLDG-007370,1308,9,3,2,3533,Apartment,Garden View,True,Occupied,2015,10798771
UNIT-0000387,BLDG-005314,6016,20,1,3,3078,Apartment,City View,False,Occupied,2015,13002348
UNIT-0000388,BLDG-008726,6819,21,3,2,3135,Townhouse,City View,True,Vacant,2021,427080
UNIT-0000389,BLDG-005860,8018,80,4,4,4329,Apartment,Sea View,False,Occupied,2018,8722394
UNIT-0000390,BLDG-005525,2006,74,3,3,3377,Apartment,No Preference,True,Vacant,2022,14632149
UNIT-0000391,BLDG-004183,6907,50,2,2,1401,Townhouse,No Preference,False,Occupied,2020,14072152
UNIT-0000392,BLDG-000774,3614,20,1,3,4672,Studio,City View,True,Occupied,2018,6696493
UNIT-0000393,BLDG-003899,1520,69,2,2,2438,Apartment,No Preference,False,Occupied,2016,962992
UNIT-0000394,BLDG-009174,7116,63,4,1,1232,Villa,Sea View,False,Occupied,2018,2943152
UNIT-0000395,BLDG-012898,701,47,4,1,767,Apartment,No Preference,False,Under Renovation,2017,1441708
UNIT-0000396,BLDG-007736,5607,54,2,3,530,Villa,Garden View,True,Occupied,2017,8671047
UNIT-0000397,BLDG-008418,810,38,5,4,3434,Apartment,City View,True,Occupied,2016,6355195
UNIT-0000398,BLDG-006247,7014,76,1,3,2313,Apartment,No Preference,True,Occupied,2015,14643900
UNIT-0000399,BLDG-001775,4917,23,0,2,2068,Apartment,No Preference,True,Vacant,2018,12869040
UNIT-0000400,BLDG-014905,7603,40,2,4,4875,Apartment,No Preference,True,Vacant,2018,12811609
UNIT-0000401,BLDG-010244,7505,68,1,4,710,Villa,Garden View,False,Occupied,2017,5567947
UNIT-0000402,BLDG-012395,4418,47,1,4,2612,Apartment,No Preference,False,Occupied,2023,5129966
UNIT-0000403,BLDG-000889,2706,25,3,1,1351,Apartment,No Preference,True,Occupied,2018,14866097
UNIT-0000404,BLDG-010253,5817,60,4,4,4573,Apartment,Sea View,True,Occupied,2015,14716433
UNIT-0000405,BLDG-002023,6107,61,1,4,4153,Villa,City View,False,Occupied,2018,12961477
UNIT-0000406,BLDG-014588,5313,39,3,5,747,Apartment,Pool View,True,Occupied,2018,5869861
UNIT-0000407,BLDG-001199,4720,31,1,3,2502,Villa,Garden View,False,Vacant,2023,2986893
UNIT-0000408,BLDG-008882,7402,7,0,3,3638,Studio,City View,True,Occupied,2016,3767373
UNIT-0000409,BLDG-014959,6508,30,2,2,1370,Apartment,City View,True,Occupied,2022,8501153
UNIT-0000410,BLDG-002735,6604,15,0,3,1376,Townhouse,Sea View,False,Occupied,2017,8620870
UNIT-0000411,BLDG-009996,1003,29,1,3,4564,Villa,Garden View,False,Occupied,2019,12454241
UNIT-0000412,BLDG-012898,3812,14,1,2,4388,Apartment,Garden View,True,Vacant,2017,4982904
UNIT-0000413,BLDG-000821,2518,2,2,2,4961,Studio,Garden View,True,Vacant,2022,8224103
UNIT-0000414,BLDG-012817,1207,53,1,3,1081,Apartment,City View,True,Occupied,2019,12340073
UNIT-0000415,BLDG-014243,804,39,2,2,3210,Apartment,No Preference,False,Occupied,2023,12908067
UNIT-0000416,BLDG-006600,1820,61,2,1,4911,Apartment,City View,False,Vacant,2015,4934261
UNIT-0000417,BLDG-005070,7006,4,2,3,4075,Apartment,Garden View,False,Vacant,2015,1997929
UNIT-0000418,BLDG-003089,6115,61,1,3,3397,Apartment,Garden View,False,Vacant,2022,14041671
UNIT-0000419,BLDG-013271,5601,53,5,1,1444,Apartment,Garden View,True,Under Renovation,2019,5532430
UNIT-0000420,BLDG-009356,2214,76,4,4,2964,Townhouse,Sea View,False,Vacant,2017,9396421
UNIT-0000421,BLDG-010363,7503,75,4,4,2968,Apartment,City View,True,Vacant,2021,9610803
UNIT-0000422,BLDG-013118,6020,28,2,1,3439,Apartment,Garden View,False,Occupied,2019,8872772
UNIT-0000423,BLDG-009102,3314,56,3,2,4563,Apartment,No Preference,False,Vacant,2023,10943299
UNIT-0000424,BLDG-012892,5814,16,1,3,965,Studio,City View,True,Occupied,2023,2684142
UNIT-0000425,BLDG-002958,2407,64,1,4,401,Apartment,Garden View,False,Occupied,2017,11120790
UNIT-0000426,BLDG-005168,6610,22,0,4,815,Apartment,Garden View,False,Occupied,2017,9647625
UNIT-0000427,BLDG-001426,6418,12,4,4,2339,Apartment,Pool View,False,Occupied,2021,3410441
UNIT-0000428,BLDG-003090,6113,63,2,2,2135,Studio,Garden View,False,Occupied,2016,12764340
UNIT-0000429,BLDG-009239,2005,51,3,3,1784,Villa,City View,False,Occupied,2020,307486
UNIT-0000430,BLDG-001351,703,27,5,2,4377,Apartment,Garden View,True,Occupied,2019,13921168
UNIT-0000431,BLDG-007537,2416,72,3,2,4017,Townhouse,City View,False,Occupied,2021,11728196
UNIT-0000432,BLDG-008273,215,27,2,3,3858,Apartment,Garden View,False,Vacant,2020,12474598
UNIT-0000433,BLDG-001883,1806,51,2,3,3871,Townhouse,Pool View,True,Vacant,2016,7982385
UNIT-0000434,BLDG-011820,2313,7,2,1,4569,Apartment,Pool View,True,Under Renovation,2019,7417706
UNIT-0000435,BLDG-012614,118,60,1,2,2592,Townhouse,Sea View,False,Occupied,2022,14968849
UNIT-0000436,BLDG-008437,5305,11,3,1,4243,Villa,No Preference,False,Occupied,2021,6943708
UNIT-0000437,BLDG-010669,3014,66,3,4,3131,Studio,Garden View,False,Occupied,2024,12209008
UNIT-0000438,BLDG-009313,4904,6,3,2,2194,Studio,Garden View,True,Occupied,2020,11792461
UNIT-0000439,BLDG-006007,7018,54,1,2,2984,Apartment,Pool View,False,Occupied,2020,7498094
UNIT-0000440,BLDG-006846,3014,7,4,2,2675,Apartment,No Preference,False,Occupied,2021,7526510
UNIT-0000441,BLDG-003503,2901,48,2,3,2491,Villa,City View,False,Occupied,2017,11822203
UNIT-0000442,BLDG-000545,4706,31,4,3,935,Apartment,Garden View,True,Occupied,2024,1827755
UNIT-0000443,BLDG-010637,5902,70,2,4,4247,Studio,City View,False,Occupied,2020,2027089
UNIT-0000444,BLDG-000539,6520,56,1,3,752,Apartment,No Preference,True,Occupied,2015,14730712
UNIT-0000445,BLDG-004287,4205,49,2,1,3348,Apartment,Garden View,True,Vacant,2019,8557625
UNIT-0000446,BLDG-009793,5109,25,2,2,1595,Villa,Pool View,True,Occupied,2022,13843865
UNIT-0000447,BLDG-002064,7401,16,2,2,3470,Studio,City View,True,Vacant,2021,10912495
UNIT-0000448,BLDG-009826,3005,15,5,2,4659,Townhouse,No Preference,False,Vacant,2023,12563326
UNIT-0000449,BLDG-012722,3602,51,0,2,1451,Villa,Garden View,False,Occupied,2017,12314459
UNIT-0000450,BLDG-014087,4305,25,5,1,2790,Villa,City View,False,Occupied,2018,1863786
UNIT-0000451,BLDG-002843,2204,41,0,5,2869,Villa,Garden View,True,Occupied,2019,9264794
UNIT-0000452,BLDG-013964,711,58,2,2,3658,Townhouse,Pool View,False,Occupied,2016,6264395
UNIT-0000453,BLDG-008330,1401,46,3,2,1527,Apartment,Garden View,False,Vacant,2023,12585297
UNIT-0000454,BLDG-003201,5303,75,3,2,3589,Villa,Sea View,True,Occupied,2015,6639762
UNIT-0000455,BLDG-006827,2009,77,5,3,4419,Apartment,Garden View,False,Vacant,2018,1592518
UNIT-0000456,BLDG-009751,7320,37,1,2,3073,Villa,Garden View,False,Occupied,2021,6542001
UNIT-0000457,BLDG-011047,7411,50,1,1,3189,Apartment,City View,False,Vacant,2019,12110896
UNIT-0000458,BLDG-014529,7002,21,2,2,2736,Apartment,City View,False,Occupied,2019,7767332
UNIT-0000459,BLDG-011698,7309,54,1,2,3420,Villa,Sea View,True,Vacant,2023,9524915
UNIT-0000460,BLDG-010629,4020,73,2,2,4876,Studio,No Preference,False,Vacant,2017,8535631
UNIT-0000461,BLDG-006785,5913,79,3,4,2438,Villa,City View,True,Occupied,2023,1889560
UNIT-0000462,BLDG-007185,5109,77,3,2,2316,Apartment,Sea View,True,Vacant,2023,13608166
UNIT-0000463,BLDG-010887,5806,70,3,3,1958,Studio,City View,False,Occupied,2023,11100145
UNIT-0000464,BLDG-003134,4314,39,1,5,4213,Apartment,City View,False,Occupied,2021,13729132
UNIT-0000465,BLDG-008909,6708,60,2,4,3804,Studio,City View,False,Occupied,2016,2483696
UNIT-0000466,BLDG-006565,4415,9,3,2,728,Apartment,Pool View,True,Occupied,2021,8680282
UNIT-0000467,BLDG-005532,5811,9,0,1,3887,Apartment,City View,True,Occupied,2022,6990379
UNIT-0000468,BLDG-006810,6016,59,4,4,1517,Apartment,No Preference,True,Under Renovation,2023,8928534
UNIT-0000469,BLDG-014949,6118,23,3,2,3727,Apartment,No Preference,True,Vacant,2015,14355694
UNIT-0000470,BLDG-014007,1405,63,4,3,3091,Penthouse,Sea View,False,Occupied,2015,11425955
UNIT-0000471,BLDG-006229,504,62,1,2,2521,Apartment,City View,True,Occupied,2021,13455949
UNIT-0000472,BLDG-013208,1509,11,4,2,2682,Villa,Sea View,True,Vacant,2022,310333
UNIT-0000473,BLDG-007417,1809,5,2,3,1816,Apartment,City View,False,Occupied,2015,12628038
UNIT-0000474,BLDG-012489,3702,20,2,2,1823,Apartment,Garden View,False,Occupied,2018,9318709
UNIT-0000475,BLDG-008774,6911,13,0,2,1349,Villa,No Preference,True,Vacant,2019,9085496
UNIT-0000476,BLDG-001885,7016,12,1,3,3665,Townhouse,Garden View,False,Under Renovation,2017,3958940
UNIT-0000477,BLDG-010761,1505,27,2,4,3715,Villa,Garden View,True,Under Renovation,2018,12176993
UNIT-0000478,BLDG-014077,816,55,2,2,3869,Studio,City View,False,Vacant,2016,13466961
UNIT-0000479,BLDG-007289,601,79,3,2,1318,Apartment,Sea View,True,Occupied,2017,12883714
UNIT-0000480,BLDG-003492,1009,73,2,2,2657,Villa,Pool View,False,Vacant,2022,2760792
UNIT-0000481,BLDG-014887,6001,68,2,2,2537,Apartment,City View,True,Occupied,2022,4637531
UNIT-0000482,BLDG-009648,2006,30,3,2,3291,Apartment,City View,True,Occupied,2019,10795469
UNIT-0000483,BLDG-007172,4713,61,2,5,1565,Townhouse,City View,False,Occupied,2015,13101047
UNIT-0000484,BLDG-006746,5020,40,5,2,1706,Apartment,Pool View,False,Occupied,2022,9260629
UNIT-0000485,BLDG-003420,2005,48,2,2,880,Apartment,City View,False,Occupied,2021,3122506
UNIT-0000486,BLDG-012249,6108,73,1,4,3647,Apartment,Garden View,False,Vacant,2021,2974228
UNIT-0000487,BLDG-005669,6817,72,4,2,1536,Apartment,Pool View,True,Occupied,2024,8042503
UNIT-0000488,BLDG-004009,6218,67,3,1,1947,Apartment,City View,False,Under Renovation,2017,10058372
UNIT-0000489,BLDG-008286,203,13,2,2,2313,Apartment,No Preference,True,Under Renovation,2023,12820686
UNIT-0000490,BLDG-006606,5213,2,4,4,2025,Apartment,Pool View,False,Occupied,2015,12406656
UNIT-0000491,BLDG-011823,2012,66,2,2,1959,Apartment,Garden View,True,Vacant,2015,6297605
UNIT-0000492,BLDG-014920,4010,72,1,3,2876,Townhouse,City View,False,Vacant,2020,12479763
UNIT-0000493,BLDG-010828,1620,5,1,1,3763,Apartment,City View,False,Occupied,2015,11276744
UNIT-0000494,BLDG-010706,7204,17,4,3,4372,Apartment,City View,True,Occupied,2016,12034410
UNIT-0000495,BLDG-004104,6910,65,4,4,1822,Townhouse,City View,False,Vacant,2019,5820744
UNIT-0000496,BLDG-011871,4315,25,2,4,1659,Apartment,City View,False,Occupied,2017,8357452
UNIT-0000497,BLDG-012298,4106,64,3,3,1431,Apartment,City View,True,Under Renovation,2023,6448720
UNIT-0000498,BLDG-005154,6819,76,3,2,3259,Apartment,City View,False,Occupied,2024,9760156
UNIT-0000499,BLDG-011168,3719,33,2,2,1556,Apartment,Garden View,True,Vacant,2023,12321792
UNIT-0000500,BLDG-001217,4301,43,1,2,426,Townhouse,City View,True,Occupied,2024,11442301
UNIT-0000501,BLDG-011696,3206,53,3,2,3054,Apartment,City View,False,Vacant,2020,10588322
